PlayerID,PlayerName,Age,Nationality,Club,Position,Overall,Potential,MarketValue,WeeklyWage,PreferredFoot,Height_cm,Weight_kg,MatchesPlayed,Goals,Assists,JoinDate
720,Player_720,39,Portugal,Liverpool,RB,56,56,10155284,440562,Left,181,87,7,6,6,2018-08-06
721,Player_721,33,France,Juventus,LW,86,89,1914383,199808,Right,184,70,28,4,18,2018-01-09
722,Player_722,16,Portugal,Real Madrid,CB,87,89,35485705,45224,Left,186,68,29,25,14,2022-02-07
723,Player_723,26,England,Arsenal,RB,93,95,112709133,286598,Right,186,71,31,0,14,2021-03-06
724,Player_724,29,Argentina,Real Madrid,RW,86,92,69419886,53873,Left,173,60,20,29,4,2022-11-05
725,Player_725,26,Netherlands,Arsenal,RW,55,57,37388162,177984,Right,180,81,25,7,11,2023-10-03
726,Player_726,25,Nigeria,Juventus,CM,69,74,114033214,171923,Right,169,64,33,3,9,2018-09-10
727,Player_727,25,Netherlands,Arsenal,GK,65,72,15845579,52127,Right,176,65,7,15,1,2018-07-07
728,Player_728,22,England,Barcelona,CM,79,82,22390579,268645,Right,170,87,19,1,9,2019-09-06
729,Player_729,26,Nigeria,Barcelona,ST,77,80,105234848,94670,Right,191,83,2,29,11,2020-04-16
730,Player_730,20,France,Real Madrid,RB,58,63,72257581,423142,Right,174,90,43,27,6,2020-12-21
731,Player_731,38,Spain,Arsenal,CAM,58,62,93890316,260267,Left,186,91,29,10,16,2023-07-01
732,Player_732,23,Germany,Chelsea,LW,65,72,103248001,486108,Right,199,79,47,5,13,2022-05-23
733,Player_733,40,Brazil,PSG,ST,78,83,107827840,149656,Right,178,92,16,29,1,2019-03-02
734,Player_734,34,France,Liverpool,RW,59,62,67576199,399449,Left,188,64,20,7,7,2018-07-30
735,Player_735,17,Netherlands,Chelsea,LB,74,78,106897526,397812,Right,170,88,8,4,14,2022-07-14
736,Player_736,25,Portugal,Inter Milan,GK,65,73,68512911,455402,Left,191,89,46,30,20,2018-01-31
737,Player_737,29,Argentina,Liverpool,RB,84,89,93513464,17710,Left,200,62,29,33,16,2018-05-07
738,Player_738,26,England,Chelsea,ST,72,75,83054405,196230,Left,194,62,16,1,18,2023-02-21
739,Player_739,20,England,Liverpool,CDM,71,76,87296189,215170,Right,193,79,3,1,3,2022-05-22
740,Player_740,39,Germany,Real Madrid,CDM,55,57,95110152,376970,Left,186,64,17,10,6,2018-06-13
741,Player_741,35,Portugal,Juventus,CM,78,82,45083773,233137,Right,195,95,43,6,13,2023-04-04
742,Player_742,22,Portugal,Manchester City,CAM,56,60,101465155,24850,Left,199,63,5,26,13,2021-10-18
743,Player_743,27,Argentina,Bayern Munich,RW,93,95,119898376,384913,Left,189,72,4,28,10,2019-04-30
744,Player_744,18,France,Juventus,RB,73,77,117100512,5479,Right,174,85,1,33,12,2021-01-08
745,Player_745,27,Brazil,Bayern Munich,LW,77,85,49716543,59609,Right,182,92,18,12,2,2021-12-21
746,Player_746,29,Belgium,Barcelona,GK,60,62,27107424,497954,Left,176,81,10,11,17,2023-02-11
747,Player_747,32,England,Inter Milan,ST,70,70,80067334,268831,Left,186,75,25,14,14,2020-11-30
748,Player_748,40,England,Barcelona,GK,89,95,54848388,259976,Left,175,93,16,6,10,2023-09-28
749,Player_749,23,Germany,Manchester City,CM,89,93,10941081,403180,Right,199,82,28,35,14,2019-01-04
750,Player_750,30,Nigeria,Bayern Munich,CDM,58,61,10525144,218335,Right,178,62,2,3,5,2020-11-25
751,Player_751,32,Argentina,Arsenal,GK,89,95,17044117,442725,Left,196,73,37,24,8,2019-09-14
752,Player_752,24,Argentina,Liverpool,LB,59,62,112366145,154973,Left,186,85,42,16,18,2024-08-12
753,Player_753,25,Argentina,Barcelona,GK,92,94,87670421,193873,Left,189,72,44,27,7,2018-07-23
754,Player_754,28,Nigeria,Real Madrid,CDM,87,90,86648469,230617,Right,171,90,48,28,11,2023-06-12
755,Player_755,22,Nigeria,Juventus,ST,55,59,16577485,77753,Right,196,66,13,29,20,2020-05-29
756,Player_756,22,Portugal,Manchester City,CB,82,85,80178135,468643,Left,180,91,47,23,13,2020-07-27
757,Player_757,19,England,Bayern Munich,CM,73,81,63226524,4168,Right,188,63,22,7,20,2018-10-28
758,Player_758,23,Nigeria,PSG,CDM,60,66,1424608,300209,Right,200,64,31,20,13,2018-05-22
759,Player_759,25,Brazil,Chelsea,LW,59,66,107666399,172851,Left,171,76,5,1,19,2024-05-09
760,Player_760,31,Portugal,Bayern Munich,ST,67,70,110452570,193200,Left,195,68,21,31,4,2022-04-03
761,Player_761,33,Spain,PSG,CAM,86,94,61792887,470857,Left,172,81,31,32,19,2021-01-20
762,Player_762,23,Spain,Manchester City,CAM,60,66,90948034,278288,Right,186,62,34,13,16,2021-04-15
763,Player_763,26,Belgium,Barcelona,GK,89,89,13015403,418073,Left,199,62,39,25,20,2020-08-15
764,Player_764,37,Brazil,Bayern Munich,CB,69,76,89794308,106886,Right,176,84,19,30,3,2018-05-17
765,Player_765,18,Belgium,PSG,LW,80,85,76190361,94958,Left,195,68,25,22,15,2023-08-23
766,Player_766,30,Nigeria,PSG,ST,65,66,71220157,338180,Left,166,65,39,8,2,2024-07-28
767,Player_767,27,Argentina,Inter Milan,CB,75,77,76413888,359531,Left,173,78,15,30,12,2022-04-28
768,Player_768,33,France,Chelsea,RW,65,68,25464946,233683,Right,197,60,44,32,13,2019-11-09
769,Player_769,36,Argentina,Barcelona,CB,87,88,57084334,231299,Right,167,92,7,33,6,2021-07-28
770,Player_770,39,Belgium,Arsenal,LW,84,88,67106090,189756,Right,196,74,17,5,20,2020-08-15
771,Player_771,20,France,Chelsea,CB,69,77,61754285,133510,Right,169,89,47,19,19,2019-09-22
772,Player_772,39,Argentina,Chelsea,CM,82,90,79356629,402104,Left,186,66,3,26,9,2024-01-29
773,Player_773,22,Brazil,Arsenal,RW,90,92,67866237,133374,Left,178,72,28,21,3,2022-10-12
774,Player_774,25,Belgium,Chelsea,CM,84,89,34192559,87313,Right,193,95,1,18,16,2018-01-04
775,Player_775,18,Portugal,Bayern Munich,GK,63,63,48827397,115842,Right,187,80,20,3,1,2022-03-29
776,Player_776,22,Argentina,Real Madrid,LW,55,57,1616578,472775,Right,184,90,39,0,20,2020-01-14
777,Player_777,29,Argentina,Arsenal,CB,58,63,45972903,131891,Right,177,63,15,8,10,2022-11-17
778,Player_778,29,England,Chelsea,RB,60,63,116304860,119899,Right,174,88,28,24,18,2023-09-27
779,Player_779,16,France,Inter Milan,GK,58,66,28691657,365908,Right,186,88,18,7,1,2022-10-20
780,Player_780,19,Spain,PSG,LW,91,95,44781724,136869,Right,180,67,14,8,12,2018-07-17
781,Player_781,39,Nigeria,Chelsea,RW,64,68,116419924,129809,Left,195,95,11,19,5,2018-03-08
782,Player_782,22,Brazil,Juventus,GK,89,91,117192345,349761,Right,168,77,13,23,12,2018-04-02
783,Player_783,34,Nigeria,Manchester City,RW,60,64,107410194,240625,Right,198,81,14,12,11,2021-11-15
784,Player_784,23,Nigeria,Liverpool,RW,73,79,43213787,359396,Left,170,79,11,15,1,2019-03-17
785,Player_785,17,Belgium,Barcelona,GK,71,72,60361724,187339,Left,198,83,4,33,9,2024-07-08
786,Player_786,27,Belgium,Barcelona,CDM,63,68,61754112,412641,Left,199,92,10,33,10,2021-06-23
787,Player_787,26,Netherlands,Real Madrid,CB,85,86,46515752,11484,Left,170,85,15,15,10,2019-06-05
788,Player_788,25,Germany,Manchester City,CB,83,90,36607978,329702,Right,187,61,6,11,5,2021-06-04
789,Player_789,30,Portugal,Liverpool,CM,74,82,85460530,49838,Left,169,86,19,6,4,2018-07-07
790,Player_790,27,Spain,Liverpool,RW,64,72,92567171,306129,Left,190,80,25,28,6,2024-05-29
791,Player_791,19,Portugal,Barcelona,RB,56,63,74393294,297872,Left,187,71,6,24,6,2018-03-08
792,Player_792,17,Spain,Real Madrid,LW,78,82,59407885,72295,Right,171,72,13,17,3,2023-07-08
793,Player_793,25,England,Liverpool,CAM,62,63,27244822,83207,Right,179,92,41,8,9,2021-05-23
794,Player_794,29,Germany,Bayern Munich,GK,71,72,10907407,429715,Right,168,66,14,24,6,2022-12-29
795,Player_795,27,Portugal,Juventus,RW,76,78,41471133,465346,Left,192,81,30,34,15,2018-11-21
796,Player_796,19,Brazil,PSG,CM,61,69,16692753,88976,Right,195,67,7,32,17,2023-10-04
797,Player_797,25,Netherlands,Real Madrid,CM,60,64,119641145,176249,Left,197,66,13,2,8,2023-03-29
798,Player_798,34,Germany,Juventus,RW,64,68,44523857,38801,Right,167,83,49,2,3,2021-08-14
799,Player_799,31,England,Arsenal,LW,74,76,30772359,184606,Right,177,69,34,15,2,2022-04-17
800,Player_800,22,Germany,Inter Milan,RW,67,75,9737570,238843,Right,173,79,32,13,16,2021-01-01
801,Player_801,27,Germany,Bayern Munich,LW,88,91,115673702,139794,Right,191,68,47,4,11,2024-06-11
802,Player_802,25,Belgium,Chelsea,CB,70,70,67438972,476883,Right,179,84,47,11,10,2019-06-24
803,Player_803,26,Netherlands,Bayern Munich,RW,74,82,1167980,255173,Right,174,92,26,33,17,2020-01-17
804,Player_804,39,Spain,Arsenal,LB,87,95,14647873,471216,Left,180,69,4,34,14,2018-05-27
805,Player_805,26,Brazil,PSG,GK,63,63,69858899,117466,Right,167,92,23,17,18,2019-02-15
806,Player_806,16,Netherlands,PSG,ST,67,69,80258806,281410,Left,170,82,22,20,4,2024-02-01
807,Player_807,37,France,Chelsea,CM,85,85,45108192,439245,Right,185,72,16,3,14,2019-11-05
808,Player_808,36,Portugal,Manchester City,ST,58,66,1334610,267878,Right,174,76,39,11,7,2023-02-25
809,Player_809,21,Brazil,Chelsea,CAM,83,85,6357620,322352,Left,173,68,32,27,9,2019-11-27
810,Player_810,30,Brazil,Chelsea,CAM,66,66,57695182,458766,Left,177,79,20,2,2,2022-02-27
811,Player_811,16,Nigeria,Manchester City,GK,85,87,83430845,360732,Right,186,65,30,24,5,2018-02-26
812,Player_812,30,France,PSG,LB,66,66,78069053,263105,Left,177,82,33,5,4,2022-07-18
813,Player_813,34,Belgium,Liverpool,CM,75,83,23780241,412670,Left,179,76,17,35,5,2020-12-01
814,Player_814,36,Portugal,Manchester City,CDM,68,72,96259651,68630,Left,171,75,28,21,7,2024-01-03
815,Player_815,20,Nigeria,Bayern Munich,LB,84,85,72648299,373600,Left,191,89,29,11,4,2024-10-24
816,Player_816,25,Germany,Manchester City,CM,71,75,50076460,308886,Right,173,76,11,7,4,2021-06-16
817,Player_817,28,France,Inter Milan,ST,83,84,111706929,285033,Right,193,94,8,17,7,2020-06-08
818,Player_818,38,France,Real Madrid,LB,86,87,85334557,155853,Left,190,87,30,11,12,2021-02-05
819,Player_819,36,Brazil,Liverpool,CM,71,79,28857749,178156,Right,192,83,29,1,2,2023-10-10
820,Player_820,40,Argentina,Inter Milan,CAM,67,71,10047230,495800,Right,198,89,37,7,4,2021-06-08
821,Player_821,24,Portugal,PSG,ST,81,85,75073977,409047,Right,180,95,0,6,3,2018-08-18
822,Player_822,29,Brazil,Chelsea,LB,92,95,37236391,286864,Left,165,86,15,1,10,2022-06-09
823,Player_823,19,Nigeria,Real Madrid,ST,58,60,41811403,478388,Left,178,87,22,28,17,2020-09-05
824,Player_824,39,Portugal,Barcelona,CDM,69,72,90625871,254121,Left,183,63,30,26,4,2019-12-01
825,Player_825,25,Nigeria,Real Madrid,LW,62,66,74342084,91500,Left,187,79,11,29,2,2018-05-11
826,Player_826,17,Brazil,Bayern Munich,ST,91,95,111162098,424461,Right,179,69,27,17,9,2018-03-05
827,Player_827,16,Belgium,Barcelona,ST,74,79,2835372,196540,Left,189,62,6,29,0,2019-03-05
828,Player_828,36,Netherlands,Inter Milan,CAM,72,73,60103388,185665,Right,195,65,27,29,0,2018-07-16
829,Player_829,25,Germany,Inter Milan,GK,72,78,7838407,314136,Right,170,71,2,7,13,2019-03-06
830,Player_830,22,England,Barcelona,CB,80,80,84092332,56020,Left,173,70,3,10,14,2021-01-06
831,Player_831,40,Spain,Chelsea,CB,74,74,53752922,295105,Right,188,79,45,7,19,2020-07-03
832,Player_832,22,Portugal,Barcelona,CAM,90,91,771180,86851,Right,187,82,27,9,1,2018-11-10
833,Player_833,32,England,Manchester City,ST,64,67,43863762,218803,Right,182,87,45,13,17,2020-04-29
834,Player_834,34,Brazil,Bayern Munich,CDM,92,94,6524908,261739,Right,188,85,46,31,0,2018-05-12
835,Player_835,18,Nigeria,Barcelona,CM,83,84,117110985,41266,Right,184,75,27,16,15,2020-06-27
836,Player_836,18,Portugal,Arsenal,CAM,67,73,10860576,456342,Left,186,82,43,13,7,2023-11-29
837,Player_837,26,Argentina,PSG,LB,65,66,103473384,72010,Left,173,63,28,9,19,2020-05-21
838,Player_838,16,Belgium,Real Madrid,RB,86,86,90484828,164325,Right,165,90,0,14,6,2022-05-09
839,Player_839,28,England,Juventus,LW,81,81,35638232,467431,Right,167,73,30,29,17,2022-09-11
840,Player_840,40,Argentina,Real Madrid,RW,56,62,18939490,23140,Right,172,78,44,11,7,2022-08-12
841,Player_841,21,France,Liverpool,ST,57,61,66444257,240403,Left,200,89,27,15,8,2024-03-03
842,Player_842,35,Germany,Real Madrid,GK,74,77,51592313,435161,Left,191,92,48,29,10,2019-02-17
843,Player_843,28,Brazil,Barcelona,CB,80,85,33502854,190608,Left,188,72,5,2,2,2023-07-30
844,Player_844,20,Brazil,Manchester City,CB,83,84,35671065,78481,Right,193,61,50,15,10,2024-03-31
845,Player_845,27,England,Bayern Munich,LB,60,68,37815189,452769,Left,180,95,24,9,7,2022-03-25
846,Player_846,31,Germany,Chelsea,CB,93,94,54480800,111850,Right,192,64,9,4,2,2021-07-22
847,Player_847,21,England,Arsenal,LW,74,77,38764217,202231,Left,182,93,15,3,7,2019-02-22
848,Player_848,33,Spain,Juventus,LB,65,68,28624932,277813,Right,167,80,2,11,5,2024-06-03
849,Player_849,26,Germany,Bayern Munich,ST,65,70,97357530,470280,Left,186,70,26,4,18,2024-03-09
850,Player_850,16,Brazil,Liverpool,RW,86,89,35137134,267903,Right,196,86,23,24,19,2023-08-03
851,Player_851,19,Portugal,Barcelona,ST,73,75,20302708,6288,Right,196,61,14,12,18,2024-01-02
852,Player_852,36,Argentina,Juventus,LW,64,65,39919917,220806,Left,198,61,7,17,17,2018-06-26
853,Player_853,35,France,Manchester City,LB,62,65,68575001,183278,Right,187,84,16,16,15,2020-08-09
854,Player_854,17,France,PSG,CDM,59,59,8077792,75648,Right,188,61,31,3,13,2018-06-27
855,Player_855,19,Spain,Inter Milan,LW,87,94,31729755,190149,Right,176,67,48,1,20,2019-08-10
856,Player_856,40,France,Liverpool,ST,62,64,17231681,201463,Right,191,90,8,18,4,2024-07-15
857,Player_857,25,England,Barcelona,GK,69,74,19048640,230417,Left,172,91,16,28,19,2018-07-16
858,Player_858,30,Belgium,Real Madrid,LB,75,79,90448131,243680,Right,190,63,45,21,7,2022-09-03
859,Player_859,27,England,Arsenal,GK,87,88,6611510,46579,Right,171,95,26,8,19,2024-03-19
860,Player_860,30,Brazil,Barcelona,ST,91,91,96383584,66645,Left,183,75,34,24,10,2024-10-15
861,Player_861,30,Portugal,Juventus,CAM,60,63,83171530,416186,Right,177,64,22,19,11,2020-08-10
862,Player_862,25,Netherlands,Inter Milan,RB,57,62,48671933,104931,Right,194,63,13,27,1,2019-02-07
863,Player_863,30,Portugal,PSG,LB,70,75,113401524,412229,Right,186,66,20,2,4,2018-07-16
864,Player_864,16,Nigeria,Chelsea,RB,90,94,90628367,373339,Right,174,68,7,29,13,2022-02-24
865,Player_865,39,Brazil,Liverpool,RW,85,87,105719025,172605,Right,169,62,14,0,11,2021-06-28
866,Player_866,25,Nigeria,Juventus,RW,71,75,9639643,250223,Right,184,62,5,23,18,2022-07-14
867,Player_867,33,Argentina,Juventus,RW,64,66,87359828,356909,Left,169,86,30,22,1,2021-02-27
868,Player_868,23,Portugal,Arsenal,CDM,86,91,75362441,309787,Left,183,87,18,32,12,2019-04-14
869,Player_869,37,Netherlands,Liverpool,LW,92,94,54900089,486934,Left,198,63,47,3,2,2023-10-14
870,Player_870,34,England,Juventus,CAM,79,86,22120020,70254,Left,195,76,41,9,4,2019-07-20
871,Player_871,22,Netherlands,Bayern Munich,CM,62,68,9462771,314383,Left,179,72,37,13,3,2019-12-24
872,Player_872,36,Brazil,Liverpool,RW,58,60,17381848,177769,Left,199,67,32,0,0,2020-06-06
873,Player_873,30,France,Real Madrid,ST,57,58,81158822,472396,Right,165,95,16,7,15,2023-04-26
874,Player_874,22,Brazil,Real Madrid,CAM,74,79,93502694,223409,Right,180,93,14,23,18,2022-06-07
875,Player_875,21,Netherlands,Liverpool,CM,82,86,85518720,208883,Right,182,86,24,7,17,2018-11-16
876,Player_876,16,Belgium,Liverpool,ST,61,63,86474421,428332,Left,185,67,36,16,15,2020-12-22
877,Player_877,27,Spain,Real Madrid,CB,79,82,4590014,243951,Right,190,81,12,15,15,2020-10-16
878,Player_878,31,England,Arsenal,RW,76,82,24473923,38304,Left,183,74,38,12,20,2024-10-05
879,Player_879,23,Belgium,Arsenal,CDM,78,80,36819494,179458,Left,182,68,10,17,2,2022-05-29
880,Player_880,16,Nigeria,Arsenal,RB,93,95,70602798,57250,Left,177,95,28,1,12,2021-06-12
881,Player_881,29,Argentina,Bayern Munich,ST,78,80,86441046,394415,Right,196,62,33,26,17,2018-03-08
882,Player_882,25,Portugal,Barcelona,RW,73,79,99951186,464129,Left,189,69,37,31,0,2019-11-22
883,Player_883,28,Germany,Arsenal,LB,93,95,78986682,172194,Left,167,91,48,30,9,2019-04-12
884,Player_884,31,England,Liverpool,LB,64,65,103288099,70427,Left,200,78,8,25,19,2022-05-03
885,Player_885,39,Nigeria,Chelsea,RB,92,92,58630744,302540,Left,198,80,3,22,13,2022-08-24
886,Player_886,16,Brazil,Bayern Munich,GK,56,59,108700722,63744,Right,168,92,17,22,11,2023-11-19
887,Player_887,18,Brazil,Juventus,CM,92,95,108623911,487113,Left,167,74,49,9,8,2019-04-01
888,Player_888,18,Brazil,Juventus,CM,64,67,36052424,390938,Left,198,85,3,20,5,2024-06-05
889,Player_889,29,France,Inter Milan,RB,91,92,100129774,256379,Left,189,65,27,20,4,2022-05-28
890,Player_890,18,England,Juventus,CM,74,76,34651460,468876,Right,185,77,50,6,19,2024-07-02
891,Player_891,28,Belgium,Real Madrid,RW,77,79,22304480,463286,Left,193,94,22,25,9,2021-04-26
892,Player_892,27,Argentina,Chelsea,GK,76,78,47474607,165966,Left,177,61,6,11,13,2023-10-29
893,Player_893,23,Nigeria,Manchester City,LB,70,71,72922669,353956,Right,168,62,45,33,19,2021-01-07
894,Player_894,16,Belgium,Bayern Munich,ST,60,60,106164726,186471,Left,170,85,50,1,13,2021-06-05
895,Player_895,39,Argentina,Bayern Munich,CDM,69,71,68399322,186335,Right,179,67,49,28,1,2019-08-11
896,Player_896,21,Nigeria,PSG,CDM,76,82,56507998,230384,Right,189,76,34,6,0,2024-09-30
897,Player_897,29,Brazil,Arsenal,CDM,88,91,32106664,419963,Left,185,92,48,1,16,2023-06-05
898,Player_898,19,Belgium,Barcelona,CB,72,72,2367091,112575,Right,188,76,7,15,3,2022-06-01
899,Player_899,34,Portugal,Manchester City,RB,67,74,34128736,324941,Right,188,70,14,24,11,2023-06-02
900,Player_900,17,Nigeria,Bayern Munich,LW,81,84,68030802,361525,Right,169,93,26,21,18,2022-01-14
901,Player_901,23,Argentina,Real Madrid,CM,76,81,107222420,391906,Right,185,78,22,24,14,2022-08-26
902,Player_902,23,Brazil,Inter Milan,ST,66,68,75478298,127677,Right,176,84,9,6,0,2021-01-22
903,Player_903,30,France,Real Madrid,GK,91,93,6783227,358656,Left,172,60,10,28,15,2021-09-29
904,Player_904,37,Portugal,Bayern Munich,ST,93,95,36392298,153135,Right,178,95,9,18,13,2018-05-19
905,Player_905,28,Nigeria,Arsenal,GK,74,75,110860164,471004,Right,169,75,30,32,4,2020-08-02
906,Player_906,38,England,Arsenal,CAM,92,94,68098901,137598,Left,187,91,35,21,3,2021-07-13
907,Player_907,32,Spain,Chelsea,CAM,67,75,39220448,262008,Left,193,88,16,22,9,2018-09-30
908,Player_908,20,England,Bayern Munich,RB,68,71,21948978,291617,Right,187,93,21,33,7,2019-07-22
909,Player_909,34,Portugal,Juventus,CDM,86,93,90840087,495917,Right,188,75,40,3,4,2019-01-15
910,Player_910,36,Nigeria,Liverpool,RB,75,77,107634533,285687,Left,185,77,31,17,2,2019-03-01
911,Player_911,31,Belgium,Liverpool,RB,76,78,83508133,496919,Right,188,62,26,27,14,2024-04-29
912,Player_912,33,Belgium,Real Madrid,CM,90,90,58137859,11504,Right,194,69,28,33,5,2024-05-27
913,Player_913,25,Spain,Manchester City,CB,79,84,81396568,112736,Left,180,92,9,2,18,2024-02-03
914,Player_914,33,Portugal,Barcelona,GK,60,68,80222565,62881,Right,175,70,27,11,4,2018-07-23
915,Player_915,36,Brazil,Liverpool,LB,71,72,94729602,30971,Right,183,64,15,8,5,2021-12-20
916,Player_916,30,Brazil,Inter Milan,ST,68,70,54401260,66975,Right,198,75,37,23,17,2018-07-09
917,Player_917,40,Nigeria,Barcelona,RB,69,70,77212316,472993,Left,166,87,0,21,9,2021-06-24
918,Player_918,29,Portugal,Bayern Munich,GK,68,76,108214639,358205,Left,185,77,45,24,12,2021-07-26
919,Player_919,27,Belgium,Juventus,CDM,87,87,85600167,177635,Left,175,67,22,31,0,2021-05-15
920,Player_920,38,Argentina,Liverpool,RW,82,86,108875792,462224,Left,165,74,33,35,17,2019-03-23
921,Player_921,26,Portugal,PSG,CM,67,75,37808130,23218,Left,182,68,43,7,1,2023-10-06
922,Player_922,24,Nigeria,Barcelona,LB,67,71,51656103,479130,Left,190,70,33,10,20,2023-02-14
923,Player_923,38,Germany,Manchester City,CAM,73,81,93592152,387381,Left,183,85,16,24,18,2022-05-25
924,Player_924,16,Brazil,PSG,ST,68,74,45296353,332802,Right,168,68,18,27,19,2021-07-24
925,Player_925,27,Portugal,Juventus,CAM,92,95,75915020,278228,Right,197,90,1,35,2,2020-03-15
926,Player_926,32,Netherlands,Manchester City,CDM,58,61,2050544,242475,Left,190,62,7,19,0,2021-10-06
927,Player_927,28,Portugal,Juventus,RW,87,95,101629150,88758,Left,200,83,32,7,17,2022-05-27
928,Player_928,22,Nigeria,Liverpool,ST,61,65,5045635,266759,Right,165,86,17,27,8,2022-05-11
929,Player_929,17,Argentina,Real Madrid,ST,75,76,84429342,307779,Right,169,65,27,15,4,2023-08-23
930,Player_930,33,Portugal,Manchester City,RW,56,59,71450902,451311,Left,192,76,5,7,20,2021-09-15
931,Player_931,28,England,Manchester City,RB,92,95,91113934,178680,Left,178,79,7,2,12,2022-06-21
932,Player_932,39,Portugal,Real Madrid,CAM,71,72,98974220,358463,Right,166,65,16,7,0,2023-02-24
933,Player_933,39,Netherlands,Real Madrid,RW,70,75,49061353,283068,Right,166,88,37,29,10,2020-05-01
934,Player_934,23,Spain,Chelsea,CB,83,83,117009804,160851,Right,198,65,37,2,11,2019-06-03
935,Player_935,36,Portugal,Barcelona,CDM,71,76,82706019,150900,Right,196,77,26,12,3,2023-03-23
936,Player_936,39,Nigeria,Chelsea,ST,82,84,6891860,8679,Right,196,72,16,20,7,2023-04-24
937,Player_937,18,Netherlands,Liverpool,RB,60,68,109146036,118091,Left,194,82,34,12,1,2020-03-22
938,Player_938,18,Nigeria,Juventus,RW,90,95,4937258,430787,Left,168,77,12,21,7,2018-03-30
939,Player_939,22,Belgium,Liverpool,ST,77,80,100715500,125427,Left,194,68,39,12,6,2024-05-04
940,Player_940,30,Netherlands,Bayern Munich,RW,74,78,16471533,331846,Left,193,68,9,12,4,2021-02-12
941,Player_941,17,Belgium,Chelsea,GK,66,69,61937418,114702,Right,174,86,26,3,20,2021-02-06
942,Player_942,33,Nigeria,Chelsea,CAM,62,64,81708823,453529,Right,178,84,44,20,6,2020-10-14
943,Player_943,23,Portugal,Arsenal,CAM,90,95,103206125,488723,Left,188,77,27,12,19,2020-12-29
944,Player_944,33,France,Chelsea,RB,74,75,89917124,452630,Right,167,83,4,7,17,2018-07-15
945,Player_945,33,Argentina,Juventus,ST,64,68,92944755,247499,Left,172,72,21,4,11,2018-01-11
946,Player_946,35,Brazil,Chelsea,RW,66,69,118876684,256575,Right,166,92,30,4,3,2024-08-18
947,Player_947,38,Brazil,Barcelona,CDM,57,61,115358565,61957,Right,169,74,18,23,12,2022-12-22
948,Player_948,32,France,Barcelona,LW,89,95,92705746,477709,Right,181,70,5,17,16,2024-07-22
949,Player_949,17,Brazil,PSG,ST,88,93,25345522,307140,Right,200,74,46,20,10,2019-04-09
950,Player_950,17,Spain,Chelsea,LB,80,83,99845239,345832,Left,197,70,47,1,18,2024-08-13
951,Player_951,27,Portugal,Manchester City,CAM,93,95,98736833,495230,Right,199,80,41,32,4,2024-02-07
952,Player_952,26,Spain,Liverpool,CAM,62,64,28930324,17775,Right,171,83,10,20,15,2018-10-16
953,Player_953,35,Argentina,Arsenal,CB,88,92,39011339,82835,Left,192,74,2,6,3,2024-02-09
954,Player_954,37,Portugal,Liverpool,ST,58,59,109649021,80927,Left,168,91,50,24,19,2022-04-03
955,Player_955,25,Belgium,Juventus,GK,88,89,61352435,111308,Left,189,67,46,32,4,2024-02-11
956,Player_956,18,Nigeria,Barcelona,GK,85,85,25072542,357962,Right,175,85,22,35,5,2021-11-30
957,Player_957,34,Germany,Barcelona,LW,67,72,91744559,192469,Right,200,84,22,22,16,2018-01-03
958,Player_958,33,Argentina,Barcelona,RB,66,74,95950753,360100,Left,179,65,28,9,18,2024-04-08
959,Player_959,23,Argentina,Real Madrid,CM,75,79,42991084,437350,Left,182,85,38,7,12,2021-11-15
960,Player_960,26,Belgium,Real Madrid,LB,78,80,48206731,52492,Right,167,84,26,28,10,2021-06-29
961,Player_961,25,Portugal,Chelsea,RB,59,64,110011981,433955,Left,174,70,9,26,14,2022-01-14
962,Player_962,37,Spain,Real Madrid,RW,72,72,105916703,436736,Right,184,74,41,32,8,2022-08-16
963,Player_963,20,Germany,Arsenal,RB,75,78,23294126,279310,Left,177,82,20,14,4,2021-06-17
964,Player_964,21,Spain,Bayern Munich,CM,79,87,63408093,181274,Right,176,64,10,18,18,2023-02-09
965,Player_965,31,England,Chelsea,CB,56,63,111225962,472223,Left,168,84,21,25,14,2022-11-04
966,Player_966,21,Germany,Real Madrid,RB,86,87,27701517,57652,Left,187,66,45,34,2,2021-09-05
967,Player_967,39,Portugal,Arsenal,CM,91,94,89786011,354382,Left,191,82,41,3,9,2019-10-25
968,Player_968,25,Netherlands,Inter Milan,RW,55,61,88653968,479519,Left,173,85,16,32,2,2020-05-09
969,Player_969,25,Netherlands,Juventus,RW,58,63,17829151,28026,Right,179,74,14,29,13,2022-06-19
970,Player_970,20,Nigeria,Chelsea,GK,70,74,49114738,119234,Right,173,92,13,28,8,2023-10-19
971,Player_971,27,Spain,Barcelona,CB,89,95,29672327,141729,Right,188,60,41,13,8,2019-03-16
972,Player_972,35,Netherlands,Chelsea,CAM,71,74,53884831,310692,Right,186,95,23,34,17,2021-03-01
973,Player_973,35,Belgium,Juventus,ST,57,61,14526828,81828,Left,191,92,20,31,13,2023-11-28
974,Player_974,19,Nigeria,Juventus,LW,74,81,73201468,65439,Left,180,81,49,21,15,2019-10-12
975,Player_975,29,Portugal,Inter Milan,ST,87,87,9403530,141995,Left,166,68,24,35,19,2019-03-21
976,Player_976,27,Portugal,Liverpool,RW,64,72,55585047,254734,Right,187,86,25,1,11,2018-11-18
977,Player_977,38,France,Inter Milan,CB,61,66,54216187,146917,Right,172,78,25,0,12,2019-07-31
