InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice
540733,22423,LED Lamp,4,2023-03-30 17:33:00,92.48,10360,Netherlands,369.92
540734,85123A,White Hanging Heart,3,2023-04-14 02:23:00,109.93,10280,France,329.79
540735,84406B,Storage Box,10,2024-09-12 18:21:00,23.45,10787,Germany,234.5
540736,85123A,White Hanging Heart,3,2023-04-27 21:44:00,12.64,10785,Spain,37.92
540737,71053,Coffee Mug,17,2024-02-22 19:36:00,58.73,10664,Germany,998.41
540738,22752,Gift Bag,3,2023-03-02 22:46:00,137.06,10031,Netherlands,411.18
540739,90019,Water Bottle,5,2024-03-17 01:11:00,127.72,10633,France,638.6
540740,22423,LED Lamp,9,2023-09-16 09:54:00,106.41,10356,United Kingdom,957.69
540741,84406B,Storage Box,13,2024-03-29 05:41:00,15.57,10671,Nigeria,202.41
540742,22752,Gift Bag,20,2023-11-30 08:51:00,125.77,10255,United Kingdom,2515.4
540743,22423,LED Lamp,18,2023-08-25 17:56:00,4.61,10365,Ireland,82.98
540744,84406B,Storage Box,1,2023-09-02 10:50:00,115.91,10081,Spain,115.91
540745,71053,Coffee Mug,4,2023-11-18 13:40:00,6.75,10345,France,27.0
540746,85123A,White Hanging Heart,18,2024-04-14 05:13:00,19.6,10543,United Kingdom,352.8
540747,90019,Water Bottle,18,2024-02-22 16:44:00,37.88,10795,Netherlands,681.84
540748,85123A,White Hanging Heart,7,2023-01-14 22:16:00,33.88,10441,Netherlands,237.16
540749,85123A,White Hanging Heart,6,2024-09-21 21:10:00,92.17,10707,Netherlands,553.02
540750,84406B,Storage Box,13,2023-09-21 00:05:00,38.4,10707,Ireland,499.2
540751,71053,Coffee Mug,9,2024-11-02 20:47:00,93.31,10605,Germany,839.79
540752,90019,Water Bottle,3,2024-12-12 12:19:00,90.28,10079,United Kingdom,270.84
540753,90019,Water Bottle,3,2023-03-17 11:04:00,81.05,10145,Spain,243.15
540754,85123A,White Hanging Heart,16,2024-06-06 22:56:00,97.79,10280,Ireland,1564.64
540755,22423,LED Lamp,6,2023-09-19 09:25:00,135.13,10418,Netherlands,810.78
540756,90019,Water Bottle,6,2023-04-08 14:21:00,67.57,10330,Ireland,405.42
540757,71053,Coffee Mug,1,2023-08-20 03:54:00,59.12,10213,Ireland,59.12
540758,84406B,Storage Box,11,2023-01-11 06:04:00,42.73,10926,United Kingdom,470.03
540759,71053,Coffee Mug,19,2023-09-27 05:02:00,47.83,10147,Nigeria,908.77
540760,85123A,White Hanging Heart,2,2024-10-29 02:36:00,58.38,10597,Germany,116.76
540761,85123A,White Hanging Heart,3,2023-10-02 04:59:00,45.44,10986,France,136.32
540762,84406B,Storage Box,18,2023-05-22 11:50:00,108.81,10754,France,1958.58
540763,84406B,Storage Box,12,2024-11-10 03:55:00,26.19,10254,Ireland,314.28
540764,71053,Coffee Mug,10,2023-01-31 07:41:00,114.48,10198,Germany,1144.8
540765,22752,Gift Bag,13,2023-09-04 20:57:00,128.19,10483,France,1666.47
540766,22752,Gift Bag,1,2024-11-10 12:53:00,9.01,10378,Germany,9.01
540767,84406B,Storage Box,1,2024-05-14 03:07:00,71.68,10470,Spain,71.68
540768,90019,Water Bottle,16,2023-05-01 15:30:00,15.42,10945,Germany,246.72
540769,71053,Coffee Mug,14,2023-05-02 06:04:00,66.88,10272,France,936.32
540770,22423,LED Lamp,16,2023-12-13 17:03:00,37.0,10073,Spain,592.0
540771,71053,Coffee Mug,16,2024-07-30 19:55:00,112.02,10985,Ireland,1792.32
540772,22423,LED Lamp,4,2024-03-18 16:03:00,10.4,10245,Spain,41.6
540773,71053,Coffee Mug,17,2023-08-06 03:05:00,129.9,10488,France,2208.3
540774,22423,LED Lamp,15,2023-05-15 02:51:00,118.08,10463,Netherlands,1771.2
540775,84406B,Storage Box,4,2024-11-09 11:04:00,31.99,10122,Netherlands,127.96
540776,22423,LED Lamp,16,2024-06-05 00:40:00,39.71,10668,Ireland,635.36
540777,47566,Notebook,1,2024-12-04 23:02:00,97.07,10550,Netherlands,97.07
540778,71053,Coffee Mug,16,2023-05-23 20:23:00,100.17,10148,Nigeria,1602.72
540779,22752,Gift Bag,11,2024-01-12 21:57:00,111.45,10666,Germany,1225.95
540780,90019,Water Bottle,8,2024-04-14 23:05:00,3.82,10460,Germany,30.56
540781,22752,Gift Bag,2,2023-05-24 06:19:00,43.85,10766,France,87.7
540782,47566,Notebook,7,2024-02-16 00:43:00,141.01,10169,United Kingdom,987.07
540783,84406B,Storage Box,16,2024-05-03 11:32:00,36.12,10873,Netherlands,577.92
540784,22423,LED Lamp,7,2023-08-10 06:53:00,93.75,10481,Germany,656.25
540785,84406B,Storage Box,15,2023-11-26 01:26:00,41.74,10181,France,626.1
540786,22423,LED Lamp,1,2023-06-15 07:52:00,85.94,10857,United Kingdom,85.94
540787,71053,Coffee Mug,20,2024-09-13 14:30:00,122.04,10575,Spain,2440.8
540788,90019,Water Bottle,13,2023-09-04 17:07:00,21.95,10280,Nigeria,285.35
540789,71053,Coffee Mug,5,2023-05-19 18:20:00,149.77,10907,Ireland,748.85
540790,85123A,White Hanging Heart,6,2023-06-21 02:37:00,36.3,10839,Nigeria,217.8
540791,22752,Gift Bag,14,2024-08-06 21:14:00,39.1,10880,Germany,547.4
540792,90019,Water Bottle,9,2024-12-30 13:06:00,145.21,10052,Nigeria,1306.89
540793,22752,Gift Bag,4,2023-10-24 02:18:00,145.17,10771,Germany,580.68
540794,22752,Gift Bag,5,2024-06-26 12:54:00,63.88,10307,Ireland,319.4
540795,90019,Water Bottle,17,2024-04-01 07:31:00,88.09,10673,Spain,1497.53
540796,47566,Notebook,12,2024-07-25 06:27:00,134.97,10077,Spain,1619.64
540797,84406B,Storage Box,19,2024-12-09 08:41:00,58.23,10242,Nigeria,1106.37
540798,84406B,Storage Box,17,2023-03-17 22:47:00,39.73,10058,Spain,675.41
540799,90019,Water Bottle,16,2023-12-02 00:28:00,33.03,10486,France,528.48
540800,90019,Water Bottle,6,2023-11-29 07:27:00,70.63,10091,Germany,423.78
540801,47566,Notebook,14,2023-05-18 23:14:00,61.06,10379,Netherlands,854.84
540802,90019,Water Bottle,12,2024-05-21 11:08:00,57.94,10227,Netherlands,695.28
540803,71053,Coffee Mug,9,2024-06-06 04:56:00,18.29,10415,Spain,164.61
540804,22423,LED Lamp,3,2024-04-10 10:36:00,71.23,10555,France,213.69
540805,84406B,Storage Box,14,2024-05-08 22:01:00,48.2,10692,Netherlands,674.8
540806,22752,Gift Bag,6,2023-04-30 20:49:00,60.01,10299,Ireland,360.06
540807,47566,Notebook,7,2024-12-22 18:49:00,95.74,10201,France,670.18
540808,22752,Gift Bag,10,2023-06-17 02:38:00,97.84,10465,Ireland,978.4
540809,90019,Water Bottle,19,2023-01-16 19:34:00,8.28,10422,Netherlands,157.32
540810,47566,Notebook,9,2023-01-05 05:05:00,5.82,10712,Germany,52.38
540811,85123A,White Hanging Heart,6,2023-09-29 22:50:00,35.65,10242,United Kingdom,213.9
540812,85123A,White Hanging Heart,4,2023-04-01 06:09:00,13.75,10481,France,55.0
540813,85123A,White Hanging Heart,17,2023-10-26 13:47:00,53.32,10490,Ireland,906.44
540814,84406B,Storage Box,11,2023-03-27 08:10:00,9.66,10271,United Kingdom,106.26
540815,85123A,White Hanging Heart,20,2023-09-27 04:50:00,9.27,10888,Netherlands,185.4
540816,84406B,Storage Box,11,2023-05-25 06:38:00,76.01,10951,Spain,836.11
540817,22752,Gift Bag,2,2024-12-10 13:24:00,113.06,10302,Netherlands,226.12
540818,85123A,White Hanging Heart,8,2023-03-15 15:06:00,47.74,10067,Spain,381.92
540819,71053,Coffee Mug,7,2024-04-08 14:50:00,119.39,10834,Germany,835.73
540820,47566,Notebook,3,2024-04-28 18:27:00,123.99,10141,United Kingdom,371.97
540821,71053,Coffee Mug,19,2024-10-11 14:15:00,33.54,10768,France,637.26
540822,47566,Notebook,14,2023-12-06 23:03:00,78.99,10031,Germany,1105.86
540823,90019,Water Bottle,1,2023-10-25 06:40:00,34.32,10735,Netherlands,34.32
540824,22423,LED Lamp,20,2023-07-08 06:19:00,30.06,10678,France,601.2
540825,71053,Coffee Mug,6,2024-04-19 10:52:00,10.71,10720,Netherlands,64.26
540826,90019,Water Bottle,10,2024-06-19 23:19:00,60.38,10056,Ireland,603.8
540827,47566,Notebook,11,2023-02-20 10:32:00,14.74,10242,Germany,162.14
540828,71053,Coffee Mug,8,2023-07-22 10:07:00,70.07,10803,Spain,560.56
540829,90019,Water Bottle,17,2024-12-03 22:30:00,130.68,10541,France,2221.56
540830,22752,Gift Bag,3,2023-03-13 19:24:00,17.27,10447,Nigeria,51.81
540831,85123A,White Hanging Heart,9,2024-06-09 07:28:00,120.82,10325,Ireland,1087.38
540832,22423,LED Lamp,14,2024-01-16 17:28:00,115.89,10798,Netherlands,1622.46
540833,84406B,Storage Box,20,2024-04-11 02:40:00,9.08,10944,France,181.6
540834,71053,Coffee Mug,2,2024-07-24 04:04:00,128.94,10477,Netherlands,257.88
540835,47566,Notebook,2,2023-03-12 21:49:00,46.05,10348,Nigeria,92.1
540836,47566,Notebook,3,2024-12-15 03:45:00,23.01,10986,Netherlands,69.03
540837,85123A,White Hanging Heart,2,2024-11-17 04:33:00,44.27,10109,Netherlands,88.54
540838,85123A,White Hanging Heart,11,2024-06-28 19:53:00,25.85,10416,Germany,284.35
540839,71053,Coffee Mug,6,2024-03-12 22:21:00,58.95,10371,United Kingdom,353.7
540840,71053,Coffee Mug,15,2023-04-30 02:16:00,145.8,10965,Netherlands,2187.0
540841,90019,Water Bottle,13,2023-07-09 19:51:00,71.71,10295,Ireland,932.23
540842,22423,LED Lamp,13,2023-05-13 23:12:00,107.83,10937,Nigeria,1401.79
540843,85123A,White Hanging Heart,17,2023-09-11 00:16:00,51.82,10525,Nigeria,880.94
540844,22752,Gift Bag,5,2024-09-22 10:20:00,146.47,10176,Netherlands,732.35
540845,90019,Water Bottle,11,2024-11-06 13:03:00,102.87,10841,United Kingdom,1131.57
540846,22752,Gift Bag,8,2023-01-11 08:38:00,86.87,10040,United Kingdom,694.96
540847,84406B,Storage Box,8,2023-09-30 11:19:00,127.5,10383,Spain,1020.0
540848,84406B,Storage Box,13,2023-04-23 07:00:00,57.67,10931,Netherlands,749.71
540849,22423,LED Lamp,19,2023-09-08 20:51:00,113.7,10053,Netherlands,2160.3
540850,71053,Coffee Mug,5,2023-09-17 16:41:00,122.23,10333,Nigeria,611.15
540851,22423,LED Lamp,10,2024-07-06 22:21:00,21.34,10686,Ireland,213.4
540852,85123A,White Hanging Heart,12,2023-06-26 10:56:00,134.54,10792,Germany,1614.48
540853,22752,Gift Bag,18,2023-02-19 17:29:00,98.39,10968,France,1771.02
540854,22423,LED Lamp,15,2023-08-08 23:21:00,117.66,10369,Germany,1764.9
540855,85123A,White Hanging Heart,4,2023-01-27 00:14:00,19.07,10378,United Kingdom,76.28
540856,47566,Notebook,3,2023-02-23 06:55:00,75.43,10473,Netherlands,226.29
540857,22423,LED Lamp,10,2024-01-23 09:40:00,120.66,10647,Spain,1206.6
540858,22423,LED Lamp,11,2023-11-16 23:55:00,135.1,10360,Spain,1486.1
540859,85123A,White Hanging Heart,20,2024-06-14 02:30:00,88.74,10456,Nigeria,1774.8
540860,85123A,White Hanging Heart,8,2024-01-07 17:23:00,32.38,10949,Netherlands,259.04
540861,90019,Water Bottle,4,2024-08-05 01:29:00,98.74,10605,Spain,394.96
540862,22423,LED Lamp,1,2024-03-15 02:11:00,108.05,10536,France,108.05
540863,22752,Gift Bag,17,2024-01-01 03:14:00,118.65,10812,Netherlands,2017.05
540864,47566,Notebook,2,2024-03-19 05:24:00,34.02,10652,Netherlands,68.04
540865,85123A,White Hanging Heart,14,2023-11-06 10:32:00,31.46,10749,Germany,440.44
540866,22423,LED Lamp,18,2023-01-12 21:55:00,113.2,10146,Spain,2037.6
540867,22423,LED Lamp,18,2023-06-18 05:01:00,135.15,10932,Netherlands,2432.7
540868,47566,Notebook,4,2024-01-06 01:59:00,130.47,10056,Germany,521.88
540869,47566,Notebook,1,2024-12-30 06:32:00,135.35,10473,Germany,135.35
540870,47566,Notebook,7,2024-10-08 14:51:00,22.84,10031,Nigeria,159.88
540871,71053,Coffee Mug,20,2024-09-10 08:14:00,103.6,10430,Germany,2072.0
540872,47566,Notebook,15,2023-01-06 10:57:00,9.54,10734,Germany,143.1
540873,90019,Water Bottle,8,2023-08-26 16:52:00,81.48,10179,Germany,651.84
540874,47566,Notebook,6,2023-07-26 18:46:00,135.76,10738,United Kingdom,814.56
540875,90019,Water Bottle,15,2024-12-28 06:17:00,107.24,10856,Ireland,1608.6
540876,22423,LED Lamp,17,2023-01-02 14:55:00,9.3,10088,Ireland,158.1
540877,85123A,White Hanging Heart,18,2023-05-26 10:29:00,102.13,10175,Netherlands,1838.34
540878,71053,Coffee Mug,18,2023-09-09 06:14:00,51.4,10165,Ireland,925.2
540879,22423,LED Lamp,12,2023-11-07 09:10:00,93.3,10650,Germany,1119.6
540880,22423,LED Lamp,3,2024-08-26 10:07:00,22.67,10516,France,68.01
540881,71053,Coffee Mug,14,2024-03-26 18:31:00,72.74,10484,France,1018.36
540882,22423,LED Lamp,17,2024-08-29 16:09:00,30.9,10512,Germany,525.3
540883,71053,Coffee Mug,3,2024-01-28 02:25:00,53.74,10102,France,161.22
540884,90019,Water Bottle,14,2024-12-22 22:53:00,51.33,10401,Netherlands,718.62
540885,71053,Coffee Mug,15,2024-08-09 17:00:00,129.85,10042,Ireland,1947.75
540886,22752,Gift Bag,16,2024-10-07 22:58:00,54.14,10694,Nigeria,866.24
540887,22423,LED Lamp,20,2024-07-21 20:42:00,45.79,10764,Netherlands,915.8
540888,85123A,White Hanging Heart,5,2024-11-25 12:50:00,94.54,10334,Spain,472.7
540889,47566,Notebook,8,2023-06-10 17:35:00,52.0,10412,Netherlands,416.0
540890,71053,Coffee Mug,10,2023-01-28 19:20:00,18.64,10825,Nigeria,186.4
540891,22423,LED Lamp,16,2024-06-17 00:22:00,42.29,10562,Spain,676.64
540892,22752,Gift Bag,11,2024-05-03 03:21:00,96.42,10260,Nigeria,1060.62
540893,47566,Notebook,20,2023-09-24 00:23:00,85.45,10819,Nigeria,1709.0
540894,85123A,White Hanging Heart,12,2024-10-05 17:00:00,121.85,10282,France,1462.2
540895,84406B,Storage Box,16,2024-12-07 12:01:00,25.29,10077,Germany,404.64
540896,71053,Coffee Mug,2,2023-05-24 04:19:00,110.9,10233,Germany,221.8
540897,85123A,White Hanging Heart,14,2023-04-20 04:35:00,40.68,10564,United Kingdom,569.52
540898,22752,Gift Bag,5,2023-07-17 01:47:00,65.95,10508,Ireland,329.75
540899,90019,Water Bottle,13,2024-10-06 22:48:00,64.2,10183,Spain,834.6
540900,71053,Coffee Mug,10,2023-02-27 05:07:00,7.16,10039,United Kingdom,71.6
540901,84406B,Storage Box,6,2023-06-15 03:11:00,18.18,10202,Spain,109.08
540902,84406B,Storage Box,7,2024-03-20 10:25:00,55.06,10418,France,385.42
540903,22423,LED Lamp,8,2023-01-26 21:45:00,73.24,10921,Germany,585.92
540904,71053,Coffee Mug,6,2023-12-26 20:47:00,134.08,10670,United Kingdom,804.48
540905,22423,LED Lamp,17,2023-02-04 14:35:00,93.9,10809,Spain,1596.3
540906,85123A,White Hanging Heart,15,2023-01-24 19:40:00,66.69,10345,Netherlands,1000.35
540907,22423,LED Lamp,17,2023-02-19 17:33:00,141.59,10145,Nigeria,2407.03
540908,71053,Coffee Mug,13,2024-10-23 00:32:00,24.76,10821,Ireland,321.88
540909,90019,Water Bottle,17,2024-01-06 13:45:00,140.9,10685,Germany,2395.3
540910,47566,Notebook,13,2024-02-23 10:30:00,109.66,10978,Spain,1425.58
540911,47566,Notebook,6,2024-01-21 06:17:00,48.48,10925,Germany,290.88
540912,22752,Gift Bag,20,2024-08-16 22:20:00,123.45,10325,Netherlands,2469.0
540913,22752,Gift Bag,18,2024-09-17 10:10:00,40.45,10587,Ireland,728.1
540914,47566,Notebook,16,2023-03-26 15:59:00,142.88,10848,Ireland,2286.08
540915,85123A,White Hanging Heart,5,2023-03-26 18:26:00,65.07,10928,France,325.35
540916,47566,Notebook,17,2023-01-05 02:37:00,64.95,10795,Germany,1104.15
540917,85123A,White Hanging Heart,13,2023-04-27 19:55:00,42.58,10445,Nigeria,553.54
540918,90019,Water Bottle,9,2024-04-04 20:23:00,13.58,10099,United Kingdom,122.22
540919,22423,LED Lamp,10,2024-11-01 08:17:00,33.35,10800,France,333.5
540920,71053,Coffee Mug,17,2024-06-23 13:49:00,141.55,10585,Netherlands,2406.35
540921,22752,Gift Bag,9,2023-11-22 12:43:00,69.25,10972,Netherlands,623.25
540922,22423,LED Lamp,4,2023-05-29 21:18:00,8.38,10054,Spain,33.52
540923,22752,Gift Bag,18,2023-05-15 11:40:00,110.94,10871,Nigeria,1996.92
540924,22752,Gift Bag,8,2024-06-02 01:28:00,40.07,10489,United Kingdom,320.56
540925,85123A,White Hanging Heart,3,2023-02-05 06:29:00,127.93,10615,Nigeria,383.79
540926,90019,Water Bottle,3,2023-12-18 19:11:00,109.78,10979,Germany,329.34
540927,90019,Water Bottle,4,2024-05-27 08:21:00,97.29,10168,Germany,389.16
540928,71053,Coffee Mug,16,2023-08-18 08:16:00,128.85,10934,United Kingdom,2061.6
540929,71053,Coffee Mug,6,2024-09-19 09:49:00,136.11,10064,Netherlands,816.66
540930,22423,LED Lamp,18,2024-03-30 06:06:00,94.26,10426,Nigeria,1696.68
540931,22752,Gift Bag,11,2024-01-28 07:41:00,102.78,10474,Nigeria,1130.58
540932,22752,Gift Bag,17,2023-09-23 05:33:00,144.36,10700,United Kingdom,2454.12
540933,47566,Notebook,11,2023-06-21 04:57:00,61.66,10481,Nigeria,678.26
540934,22423,LED Lamp,9,2023-04-12 17:31:00,85.14,10780,Spain,766.26
540935,84406B,Storage Box,6,2023-04-08 11:24:00,52.41,10982,United Kingdom,314.46
540936,71053,Coffee Mug,16,2023-12-05 12:36:00,87.97,10560,Germany,1407.52
540937,84406B,Storage Box,1,2024-04-14 03:18:00,48.7,10466,Netherlands,48.7
540938,84406B,Storage Box,19,2024-12-02 22:23:00,117.03,10492,Netherlands,2223.57
540939,71053,Coffee Mug,18,2024-11-11 21:11:00,143.78,10368,Germany,2588.04
540940,47566,Notebook,7,2024-12-27 07:45:00,46.09,10996,Spain,322.63
540941,85123A,White Hanging Heart,14,2024-07-20 02:13:00,2.96,10527,Spain,41.44
540942,90019,Water Bottle,4,2023-08-31 21:07:00,113.35,10700,France,453.4
540943,85123A,White Hanging Heart,7,2024-12-31 21:00:00,102.21,10272,United Kingdom,715.47
540944,22423,LED Lamp,3,2023-11-17 18:44:00,145.41,10009,Spain,436.23
540945,22423,LED Lamp,12,2024-08-26 17:52:00,135.53,10185,United Kingdom,1626.36
540946,47566,Notebook,7,2023-08-18 03:13:00,148.24,10954,United Kingdom,1037.68
540947,84406B,Storage Box,19,2024-06-11 10:43:00,132.25,10989,Nigeria,2512.75
540948,22423,LED Lamp,1,2024-12-15 13:07:00,11.49,10849,Netherlands,11.49
540949,84406B,Storage Box,17,2024-01-08 21:01:00,23.47,10976,United Kingdom,398.99
540950,85123A,White Hanging Heart,14,2024-10-31 12:10:00,94.06,10380,Netherlands,1316.84
540951,84406B,Storage Box,18,2024-01-14 08:34:00,21.31,10145,Germany,383.58
540952,71053,Coffee Mug,5,2024-08-25 03:10:00,23.68,10316,Spain,118.4
540953,47566,Notebook,19,2024-05-23 13:29:00,15.77,10556,Ireland,299.63
540954,85123A,White Hanging Heart,2,2023-05-24 07:59:00,36.57,10774,United Kingdom,73.14
540955,71053,Coffee Mug,12,2023-04-05 15:37:00,37.36,10396,Nigeria,448.32
540956,84406B,Storage Box,16,2023-08-16 21:53:00,115.12,10050,Nigeria,1841.92
540957,47566,Notebook,8,2024-09-10 05:12:00,138.66,10071,France,1109.28
540958,85123A,White Hanging Heart,11,2023-12-13 20:05:00,113.54,10433,Ireland,1248.94
540959,84406B,Storage Box,3,2024-04-02 07:43:00,77.56,10158,Germany,232.68
540960,84406B,Storage Box,14,2023-04-19 22:32:00,49.66,10439,Germany,695.24
540961,47566,Notebook,2,2024-10-25 23:10:00,75.42,10838,Netherlands,150.84
540962,22752,Gift Bag,2,2023-02-10 10:03:00,43.81,10104,Spain,87.62
540963,90019,Water Bottle,7,2023-06-22 07:42:00,77.33,10214,Nigeria,541.31
540964,84406B,Storage Box,15,2024-04-23 00:44:00,15.08,10228,Netherlands,226.2
540965,22423,LED Lamp,4,2023-03-31 17:43:00,30.96,10294,France,123.84
540966,84406B,Storage Box,8,2024-11-17 10:14:00,41.03,10038,Nigeria,328.24
540967,22423,LED Lamp,14,2023-03-28 02:03:00,11.76,10556,Germany,164.64
540968,84406B,Storage Box,4,2024-11-27 15:16:00,58.29,10198,United Kingdom,233.16
540969,90019,Water Bottle,16,2024-04-03 09:04:00,85.06,10956,Spain,1360.96
540970,22752,Gift Bag,16,2023-03-10 15:27:00,20.35,10130,Netherlands,325.6
540971,90019,Water Bottle,1,2024-08-15 23:02:00,105.07,10808,Netherlands,105.07
540972,22752,Gift Bag,3,2023-11-26 07:03:00,18.26,10226,Spain,54.78
540973,90019,Water Bottle,9,2024-12-13 11:26:00,53.17,10729,Ireland,478.53
540974,84406B,Storage Box,6,2024-03-24 05:00:00,146.76,10135,United Kingdom,880.56
540975,47566,Notebook,14,2024-10-14 04:42:00,129.91,10892,France,1818.74
540976,90019,Water Bottle,4,2024-01-25 02:42:00,18.61,10226,United Kingdom,74.44
540977,71053,Coffee Mug,2,2023-03-28 09:37:00,131.3,10325,Ireland,262.6
540978,90019,Water Bottle,18,2024-08-25 14:41:00,129.97,10803,Ireland,2339.46
540979,47566,Notebook,18,2024-06-15 06:30:00,30.69,10744,France,552.42
540980,71053,Coffee Mug,12,2024-07-26 18:14:00,54.18,10634,France,650.16
540981,90019,Water Bottle,17,2023-01-23 13:27:00,20.61,10680,Spain,350.37
540982,71053,Coffee Mug,2,2023-10-10 03:49:00,80.48,10643,Netherlands,160.96
540983,22423,LED Lamp,12,2023-09-12 22:59:00,78.33,10892,Spain,939.96
540984,47566,Notebook,13,2023-10-28 12:53:00,82.29,10725,United Kingdom,1069.77
540985,22752,Gift Bag,9,2024-11-29 06:46:00,73.16,10462,Ireland,658.44
540986,84406B,Storage Box,10,2023-03-30 11:46:00,69.07,10669,Germany,690.7
540987,22752,Gift Bag,8,2024-03-18 20:47:00,147.52,10692,France,1180.16
540988,90019,Water Bottle,12,2023-10-07 17:03:00,104.48,10349,France,1253.76
540989,22423,LED Lamp,2,2024-09-14 16:56:00,66.46,10686,Ireland,132.92
540990,84406B,Storage Box,8,2024-04-28 03:46:00,52.05,10814,Netherlands,416.4
540991,90019,Water Bottle,6,2024-01-14 06:17:00,73.92,10917,Nigeria,443.52
540992,85123A,White Hanging Heart,5,2024-03-06 14:18:00,134.46,10431,Germany,672.3
540993,84406B,Storage Box,5,2023-07-07 22:10:00,146.17,10360,France,730.85
540994,85123A,White Hanging Heart,8,2023-06-27 01:27:00,50.73,10434,Germany,405.84
540995,71053,Coffee Mug,12,2023-04-25 08:28:00,77.12,10522,Nigeria,925.44
540996,47566,Notebook,9,2024-02-06 12:11:00,148.04,10388,Ireland,1332.36
540997,85123A,White Hanging Heart,12,2023-11-25 10:08:00,18.44,10695,United Kingdom,221.28
540998,47566,Notebook,7,2024-08-16 21:36:00,32.22,10625,Germany,225.54
540999,84406B,Storage Box,4,2023-09-04 07:30:00,31.23,10600,Ireland,124.92
541000,47566,Notebook,11,2024-08-08 10:33:00,19.51,10659,Ireland,214.61
541001,47566,Notebook,3,2023-05-06 07:13:00,77.24,10451,France,231.72
541002,22423,LED Lamp,12,2023-08-22 03:21:00,3.79,10409,Germany,45.48
541003,90019,Water Bottle,14,2024-08-24 07:24:00,37.67,10648,United Kingdom,527.38
541004,47566,Notebook,18,2023-10-03 15:49:00,121.85,10731,Nigeria,2193.3
541005,22423,LED Lamp,1,2024-01-25 14:14:00,9.58,10613,Spain,9.58
541006,71053,Coffee Mug,20,2024-07-15 12:10:00,126.56,10818,United Kingdom,2531.2
541007,84406B,Storage Box,15,2023-04-04 09:29:00,140.92,10892,Germany,2113.8
541008,90019,Water Bottle,1,2023-04-04 05:23:00,11.52,10004,Nigeria,11.52
541009,22423,LED Lamp,17,2024-12-19 11:33:00,69.15,10377,Netherlands,1175.55
541010,71053,Coffee Mug,4,2024-05-20 03:23:00,77.32,10297,Ireland,309.28
541011,47566,Notebook,7,2024-02-01 11:54:00,34.24,10343,Spain,239.68
541012,47566,Notebook,18,2023-10-18 02:39:00,85.16,10978,Netherlands,1532.88
541013,84406B,Storage Box,4,2024-06-28 20:20:00,55.86,10140,France,223.44
541014,90019,Water Bottle,4,2024-03-03 00:57:00,51.79,10369,Germany,207.16
541015,22423,LED Lamp,1,2024-11-09 06:42:00,25.55,10544,Nigeria,25.55
541016,84406B,Storage Box,13,2023-06-26 22:29:00,39.87,10168,Ireland,518.31
541017,84406B,Storage Box,2,2023-08-13 10:43:00,5.77,10411,Netherlands,11.54
541018,85123A,White Hanging Heart,16,2023-07-22 17:11:00,82.55,10069,Netherlands,1320.8
541019,71053,Coffee Mug,6,2024-10-22 16:08:00,39.92,10718,Spain,239.52
541020,22752,Gift Bag,6,2023-11-18 09:35:00,99.31,10547,Germany,595.86
541021,90019,Water Bottle,16,2023-04-24 04:17:00,110.31,10316,France,1764.96
541022,90019,Water Bottle,7,2024-09-23 18:53:00,82.61,10227,Netherlands,578.27
541023,22423,LED Lamp,11,2024-01-08 15:28:00,85.65,10563,Germany,942.15
541024,22752,Gift Bag,2,2023-04-20 02:39:00,98.44,10639,United Kingdom,196.88
541025,47566,Notebook,17,2023-10-01 02:11:00,109.62,10927,Ireland,1863.54
541026,47566,Notebook,1,2023-08-24 14:05:00,3.84,10850,Ireland,3.84
541027,90019,Water Bottle,15,2023-07-06 06:20:00,80.61,10920,Netherlands,1209.15
541028,84406B,Storage Box,20,2023-12-11 11:04:00,5.37,10931,United Kingdom,107.4
541029,85123A,White Hanging Heart,20,2023-02-21 05:44:00,108.35,10299,Netherlands,2167.0
541030,84406B,Storage Box,10,2023-03-31 06:28:00,138.14,10617,Ireland,1381.4
541031,84406B,Storage Box,18,2023-03-02 23:18:00,139.08,10233,France,2503.44
541032,85123A,White Hanging Heart,18,2024-09-07 04:24:00,73.38,10716,Spain,1320.84
541033,22423,LED Lamp,13,2024-04-11 06:14:00,118.23,10287,France,1536.99
541034,90019,Water Bottle,17,2024-12-12 09:25:00,38.3,10046,Germany,651.1
541035,85123A,White Hanging Heart,7,2024-01-13 14:32:00,66.81,10356,Spain,467.67
541036,22423,LED Lamp,1,2024-12-25 11:25:00,94.19,10214,Germany,94.19
541037,84406B,Storage Box,16,2024-11-04 12:10:00,110.23,10537,Ireland,1763.68
541038,71053,Coffee Mug,14,2024-04-28 16:13:00,137.9,10805,Germany,1930.6
541039,90019,Water Bottle,8,2023-04-07 08:17:00,53.96,10356,Netherlands,431.68
541040,85123A,White Hanging Heart,16,2024-08-30 18:53:00,43.36,10222,France,693.76
541041,22423,LED Lamp,1,2023-11-06 08:50:00,131.04,10850,Germany,131.04
541042,47566,Notebook,18,2024-10-03 04:44:00,90.82,10795,Germany,1634.76
541043,84406B,Storage Box,4,2024-11-25 13:52:00,118.28,10478,Nigeria,473.12
541044,22752,Gift Bag,14,2023-04-14 04:26:00,29.58,10176,Spain,414.12
541045,71053,Coffee Mug,11,2024-03-20 12:17:00,34.35,10152,United Kingdom,377.85
541046,71053,Coffee Mug,19,2023-06-15 15:37:00,126.36,10550,Germany,2400.84
