Property_ID,City,Region,Property_Type,Bedrooms,Bathrooms,Size_sqft,Year_Built,Listing_Type,Days_On_Market,Garage,Swimming_Pool,Garden,Price,Agent_Name
747,Port Harcourt,West,Bungalow,6,1,3960,1997,Sale,194,No,Yes,Yes,737260.0,Agent_47
748,Ibadan,South,Duplex,4,1,5442,2013,Rent,68,Yes,No,No,745120.0,Agent_48
749,Lagos,East,Apartment,6,1,2423,2007,Rent,114,No,Yes,No,687840.0,Agent_49
750,Lagos,North,Duplex,4,2,1133,2024,Rent,220,No,Yes,No,322005.0,Agent_50
751,Lagos,South,Duplex,7,5,5613,2014,Rent,220,Yes,No,Yes,1360286.0,Agent_1
752,Enugu,North,Bungalow,4,3,4603,2006,Rent,218,Yes,No,No,725814.0,Agent_2
753,Kano,South,Bungalow,1,4,1892,2021,Sale,237,No,No,Yes,228662.0,Agent_3
754,Enugu,East,Duplex,4,1,5664,2013,Sale,298,Yes,No,Yes,835553.0,Agent_4
755,Kano,West,Bungalow,4,5,3946,1996,Rent,94,Yes,No,No,495094.0,Agent_5
756,Enugu,South,Villa,2,1,3598,2002,Rent,253,No,Yes,Yes,525834.0,Agent_6
757,Enugu,West,Bungalow,3,1,5812,2016,Sale,357,Yes,Yes,Yes,833594.0,Agent_7
758,Ibadan,South,Bungalow,6,1,5444,1994,Rent,215,Yes,No,Yes,725178.0,Agent_8
759,Port Harcourt,North,Bungalow,6,1,5976,2025,Rent,258,Yes,Yes,Yes,1025140.0,Agent_9
760,Enugu,North,Bungalow,7,1,561,2015,Rent,347,No,No,Yes,150763.0,Agent_10
761,Ibadan,South,Apartment,7,4,5681,2020,Rent,240,Yes,Yes,No,804028.0,Agent_11
762,Abuja,West,Apartment,4,5,2969,1999,Rent,315,Yes,Yes,No,707661.0,Agent_12
763,Port Harcourt,East,Apartment,5,1,2317,2015,Sale,214,No,Yes,Yes,515813.0,Agent_13
764,Enugu,East,Duplex,6,1,1132,2011,Sale,98,No,No,Yes,265116.0,Agent_14
765,Lagos,North,Duplex,7,1,5387,2001,Rent,16,No,No,No,1181598.0,Agent_15
766,Abuja,East,Villa,4,1,3098,2021,Rent,154,No,No,No,622812.0,Agent_16
767,Abuja,North,Apartment,7,2,3951,2016,Sale,16,Yes,Yes,No,941811.0,Agent_17
768,Ibadan,East,Duplex,1,2,1800,2022,Rent,198,No,No,Yes,216708.0,Agent_18
769,Abuja,South,Bungalow,1,3,3153,2009,Sale,108,No,Yes,Yes,674864.0,Agent_19
770,Port Harcourt,North,Bungalow,7,1,1954,2002,Rent,23,Yes,Yes,No,390606.0,Agent_20
771,Enugu,North,Apartment,1,3,1638,2003,Sale,42,No,No,Yes,302954.0,Agent_21
772,Enugu,South,Villa,7,4,3692,2011,Sale,37,No,Yes,No,641271.0,Agent_22
773,Lagos,North,Villa,4,3,5120,2007,Rent,328,Yes,Yes,No,1182909.0,Agent_23
774,Ibadan,East,Bungalow,2,5,5494,2018,Rent,165,No,Yes,Yes,685765.0,Agent_24
775,Lagos,East,Villa,5,2,2710,2005,Sale,116,No,No,No,739584.0,Agent_25
776,Abuja,North,Apartment,4,2,5382,2024,Rent,150,Yes,No,No,1141356.0,Agent_26
777,Lagos,East,Bungalow,2,1,4259,2023,Sale,6,Yes,No,No,817363.0,Agent_27
778,Port Harcourt,West,Duplex,2,1,3529,1992,Rent,32,Yes,Yes,No,633318.0,Agent_28
779,Enugu,North,Duplex,6,4,1860,1993,Rent,145,Yes,Yes,No,338504.0,Agent_29
780,Abuja,South,Villa,4,4,2926,1994,Rent,294,Yes,No,Yes,676026.0,Agent_30
781,Lagos,West,Bungalow,4,5,4768,1999,Sale,293,Yes,Yes,No,1148438.0,Agent_31
782,Ibadan,North,Bungalow,7,1,5595,2018,Sale,177,Yes,No,Yes,773035.0,Agent_32
783,Port Harcourt,South,Duplex,2,1,563,2021,Rent,177,Yes,No,Yes,105923.0,Agent_33
784,Port Harcourt,East,Bungalow,2,4,1845,2020,Sale,61,Yes,No,No,333190.0,Agent_34
785,Lagos,South,Bungalow,2,4,1474,1991,Rent,77,Yes,No,No,362038.0,Agent_35
786,Enugu,West,Bungalow,7,4,4661,2001,Sale,86,Yes,Yes,No,749485.0,Agent_36
787,Lagos,East,Villa,6,2,4128,2016,Rent,191,Yes,Yes,Yes,990896.0,Agent_37
788,Abuja,North,Bungalow,4,3,2122,1994,Sale,7,No,Yes,Yes,546794.0,Agent_38
789,Lagos,East,Apartment,2,3,957,2016,Sale,85,Yes,No,Yes,215038.0,Agent_39
790,Port Harcourt,North,Villa,1,1,3830,2012,Sale,262,Yes,Yes,No,663582.0,Agent_40
791,Lagos,North,Bungalow,4,2,2240,2022,Sale,259,Yes,No,No,515771.0,Agent_41
792,Enugu,South,Bungalow,7,4,3526,1993,Sale,47,Yes,No,No,602941.0,Agent_42
793,Ibadan,South,Apartment,6,1,2454,2010,Sale,341,Yes,No,No,356533.0,Agent_43
794,Kano,South,Villa,1,2,779,2013,Rent,94,No,Yes,No,104667.0,Agent_44
795,Lagos,West,Duplex,7,5,2891,2020,Rent,224,No,No,Yes,715061.0,Agent_45
796,Enugu,West,Duplex,3,2,1540,2013,Sale,279,No,Yes,Yes,308233.0,Agent_46
797,Enugu,South,Villa,4,1,1461,1999,Rent,3,No,Yes,Yes,265871.0,Agent_47
798,Ibadan,West,Bungalow,3,3,4345,1991,Sale,129,Yes,Yes,No,614147.0,Agent_48
799,Port Harcourt,East,Bungalow,7,4,1717,2020,Rent,323,No,Yes,No,398522.0,Agent_49
800,Enugu,East,Duplex,7,5,3720,2014,Rent,249,No,Yes,Yes,613508.0,Agent_50
801,Enugu,West,Duplex,7,2,874,1993,Rent,229,Yes,Yes,No,258064.0,Agent_1
802,Enugu,West,Duplex,2,1,4630,2000,Rent,327,No,Yes,Yes,600352.0,Agent_2
803,Enugu,East,Apartment,6,1,1892,2006,Sale,131,No,Yes,No,305190.0,Agent_3
804,Abuja,North,Duplex,2,4,2576,1991,Rent,228,Yes,No,No,560452.0,Agent_4
805,Abuja,East,Apartment,6,1,1274,1995,Rent,177,Yes,No,No,312332.0,Agent_5
806,Port Harcourt,East,Villa,5,1,4816,1998,Rent,323,No,Yes,No,825765.0,Agent_6
807,Lagos,West,Bungalow,2,4,3924,1994,Sale,311,Yes,Yes,Yes,817411.0,Agent_7
808,Enugu,East,Duplex,3,5,2623,2009,Rent,31,No,Yes,No,484827.0,Agent_8
809,Ibadan,West,Bungalow,6,3,5089,2018,Sale,66,Yes,Yes,Yes,735132.0,Agent_9
810,Lagos,West,Bungalow,2,3,4093,2010,Sale,206,No,Yes,Yes,886139.0,Agent_10
811,Ibadan,South,Duplex,4,2,779,1998,Rent,101,No,No,Yes,211276.0,Agent_11
812,Lagos,East,Duplex,7,5,5341,2017,Sale,320,No,Yes,Yes,1307870.0,Agent_12
813,Port Harcourt,North,Villa,6,2,3311,1997,Rent,31,Yes,Yes,Yes,697898.0,Agent_13
814,Enugu,South,Apartment,6,3,2842,2020,Rent,191,Yes,Yes,No,514346.0,Agent_14
815,Enugu,West,Apartment,2,4,1974,2009,Rent,66,No,No,Yes,294603.0,Agent_15
816,Kano,West,Bungalow,5,1,2357,2016,Rent,303,Yes,No,Yes,306773.0,Agent_16
817,Ibadan,North,Duplex,2,3,5692,1997,Rent,235,Yes,Yes,Yes,702819.0,Agent_17
818,Lagos,West,Villa,3,5,3389,2010,Rent,278,No,No,Yes,736170.0,Agent_18
819,Lagos,East,Villa,3,3,1559,2017,Rent,202,Yes,No,Yes,429997.0,Agent_19
820,Abuja,South,Villa,6,5,2422,2012,Sale,350,Yes,No,No,601234.0,Agent_20
821,Kano,West,Villa,6,5,4299,1995,Sale,225,No,No,Yes,595975.0,Agent_21
822,Abuja,West,Villa,2,5,5092,1992,Rent,83,No,No,No,1000450.0,Agent_22
823,Abuja,North,Apartment,3,2,2973,1994,Rent,46,Yes,No,Yes,561232.0,Agent_23
824,Abuja,East,Apartment,3,4,4639,1998,Sale,89,Yes,No,No,884481.0,Agent_24
825,Ibadan,West,Apartment,5,3,2351,1996,Rent,186,Yes,No,No,336270.0,Agent_25
826,Ibadan,North,Duplex,4,4,4041,1993,Sale,189,No,Yes,No,604588.0,Agent_26
827,Port Harcourt,West,Bungalow,5,1,5049,1994,Sale,246,Yes,Yes,No,894988.0,Agent_27
828,Port Harcourt,North,Villa,1,3,1094,2000,Rent,46,Yes,No,No,212018.0,Agent_28
829,Abuja,North,Duplex,7,4,5952,2004,Rent,257,Yes,No,No,1327902.0,Agent_29
830,Kano,East,Villa,5,4,1006,2023,Sale,352,Yes,Yes,No,208995.0,Agent_30
831,Lagos,West,Apartment,2,1,5389,2002,Sale,61,Yes,Yes,Yes,1051434.0,Agent_31
832,Ibadan,East,Duplex,4,5,520,1996,Rent,105,Yes,No,No,121950.0,Agent_32
833,Kano,North,Apartment,2,3,1899,1995,Rent,337,No,Yes,Yes,256448.0,Agent_33
834,Enugu,South,Villa,7,3,3701,2019,Sale,14,No,No,Yes,614365.0,Agent_34
835,Ibadan,West,Villa,1,1,2961,2011,Sale,301,No,Yes,Yes,388351.0,Agent_35
836,Ibadan,South,Bungalow,4,5,5690,2014,Sale,77,Yes,No,No,794350.0,Agent_36
837,Port Harcourt,West,Villa,6,3,4178,2017,Rent,230,Yes,Yes,Yes,863400.0,Agent_37
838,Lagos,East,Apartment,3,3,836,2009,Rent,167,No,No,No,206091.0,Agent_38
839,Lagos,East,Villa,5,3,2167,1992,Rent,66,No,Yes,No,582598.0,Agent_39
840,Enugu,East,Bungalow,2,5,4076,1994,Sale,32,No,Yes,No,643422.0,Agent_40
841,Enugu,East,Bungalow,1,1,1409,1990,Sale,96,No,No,Yes,190312.0,Agent_41
842,Ibadan,East,Apartment,3,3,775,2004,Rent,58,No,No,Yes,197291.0,Agent_42
843,Abuja,South,Duplex,5,4,1391,2015,Sale,104,Yes,Yes,No,454710.0,Agent_43
844,Port Harcourt,East,Villa,3,5,512,1992,Sale,312,Yes,Yes,No,245341.0,Agent_44
845,Port Harcourt,North,Bungalow,5,2,5622,2023,Sale,134,Yes,No,No,945108.0,Agent_45
846,Ibadan,North,Villa,6,1,4557,1994,Sale,217,Yes,Yes,No,626703.0,Agent_46
847,Kano,South,Villa,4,4,3525,2020,Sale,67,Yes,Yes,Yes,443996.0,Agent_47
848,Abuja,West,Duplex,3,3,1473,2002,Rent,178,No,Yes,Yes,389367.0,Agent_48
849,Ibadan,North,Bungalow,3,2,4770,1990,Rent,247,No,Yes,Yes,638523.0,Agent_49
850,Abuja,West,Villa,3,1,4470,2011,Rent,294,Yes,Yes,Yes,947192.0,Agent_50
851,Abuja,South,Bungalow,4,5,1908,2004,Rent,235,No,No,Yes,480496.0,Agent_1
852,Abuja,West,Apartment,1,2,2443,2015,Rent,131,Yes,Yes,No,499389.0,Agent_2
853,Ibadan,West,Apartment,5,2,2788,2007,Sale,112,Yes,Yes,No,435885.0,Agent_3
854,Port Harcourt,West,Villa,6,4,1046,1998,Sale,54,No,No,Yes,309089.0,Agent_4
855,Port Harcourt,West,Bungalow,3,1,1718,1990,Sale,290,Yes,No,No,274087.0,Agent_5
856,Abuja,South,Villa,7,4,1920,1998,Rent,239,Yes,No,Yes,484023.0,Agent_6
857,Kano,North,Bungalow,4,4,1954,2012,Sale,240,Yes,No,No,272432.0,Agent_7
858,Lagos,East,Bungalow,1,3,3877,1991,Sale,295,No,No,No,824869.0,Agent_8
859,Ibadan,West,Duplex,5,5,3272,2003,Sale,112,No,Yes,No,471016.0,Agent_9
860,Lagos,North,Duplex,4,2,4598,2007,Rent,88,Yes,Yes,Yes,1028622.0,Agent_10
861,Kano,North,Duplex,6,1,3238,2005,Sale,228,Yes,Yes,Yes,401392.0,Agent_11
862,Ibadan,South,Villa,6,5,4247,2018,Sale,304,No,No,Yes,623010.0,Agent_12
863,Abuja,North,Duplex,5,5,2342,2000,Rent,305,No,No,No,521966.0,Agent_13
864,Port Harcourt,South,Duplex,3,1,1246,1995,Rent,290,No,No,No,315329.0,Agent_14
865,Lagos,West,Apartment,6,5,3316,1992,Sale,208,No,Yes,No,804034.0,Agent_15
866,Enugu,West,Bungalow,1,3,1371,2003,Rent,356,Yes,Yes,No,273142.0,Agent_16
867,Enugu,East,Bungalow,4,5,994,1991,Sale,274,Yes,Yes,No,187382.0,Agent_17
868,Kano,East,Duplex,1,3,3944,2021,Rent,70,Yes,Yes,Yes,487095.0,Agent_18
869,Abuja,East,Bungalow,3,2,5223,2020,Sale,220,No,Yes,Yes,976848.0,Agent_19
870,Lagos,North,Apartment,1,2,1575,2000,Sale,231,No,Yes,No,360024.0,Agent_20
871,Abuja,West,Apartment,1,4,4494,2011,Rent,290,Yes,No,Yes,854140.0,Agent_21
872,Lagos,South,Duplex,2,3,4737,1992,Rent,307,No,Yes,No,1062138.0,Agent_22
873,Kano,East,Apartment,1,2,545,2020,Rent,361,Yes,Yes,No,90949.0,Agent_23
874,Kano,South,Bungalow,5,5,3556,2022,Rent,349,No,Yes,Yes,498175.0,Agent_24
875,Enugu,South,Villa,4,1,2557,2013,Sale,255,Yes,Yes,No,414891.0,Agent_25
876,Abuja,East,Bungalow,2,1,1163,1990,Rent,142,Yes,Yes,Yes,319840.0,Agent_26
877,Ibadan,West,Villa,4,3,5168,2004,Sale,69,Yes,No,Yes,659356.0,Agent_27
878,Enugu,East,Duplex,4,4,2529,2016,Sale,89,Yes,Yes,Yes,445588.0,Agent_28
879,Abuja,South,Villa,3,5,3196,2016,Sale,359,No,Yes,No,758358.0,Agent_29
880,Enugu,East,Apartment,3,3,5508,2001,Rent,136,Yes,No,Yes,844712.0,Agent_30
881,Ibadan,South,Bungalow,2,1,1139,1992,Sale,143,Yes,No,No,204097.0,Agent_31
882,Port Harcourt,South,Villa,6,3,3163,2019,Sale,339,Yes,Yes,No,616399.0,Agent_32
883,Port Harcourt,East,Bungalow,7,5,3245,2021,Rent,187,Yes,Yes,No,714297.0,Agent_33
884,Port Harcourt,North,Duplex,3,2,5504,2012,Sale,11,No,Yes,No,964958.0,Agent_34
885,Port Harcourt,East,Duplex,7,5,5464,1991,Sale,148,Yes,Yes,No,1093386.0,Agent_35
886,Lagos,North,Apartment,3,2,5625,1996,Sale,292,Yes,Yes,No,1168642.0,Agent_36
887,Port Harcourt,South,Duplex,3,2,5448,2023,Rent,338,No,No,No,905259.0,Agent_37
888,Ibadan,South,Villa,4,2,4902,2021,Sale,38,Yes,No,No,624701.0,Agent_38
889,Kano,North,Duplex,2,3,3095,2021,Sale,345,Yes,Yes,Yes,421758.0,Agent_39
890,Kano,South,Apartment,4,1,3927,2003,Sale,208,Yes,Yes,Yes,472437.0,Agent_40
891,Lagos,North,Bungalow,5,3,894,1992,Rent,210,Yes,No,No,402624.0,Agent_41
892,Port Harcourt,North,Bungalow,4,1,4097,2021,Rent,1,No,No,No,752132.0,Agent_42
893,Port Harcourt,South,Duplex,7,5,5344,2025,Rent,360,No,Yes,Yes,985538.0,Agent_43
894,Port Harcourt,West,Villa,7,4,2832,2006,Sale,65,No,Yes,Yes,573811.0,Agent_44
895,Enugu,North,Apartment,5,5,829,1992,Sale,1,No,Yes,Yes,239410.0,Agent_45
896,Abuja,East,Villa,1,3,2597,1999,Sale,243,No,Yes,Yes,537141.0,Agent_46
897,Enugu,East,Apartment,1,3,1272,2007,Sale,316,No,Yes,Yes,163459.0,Agent_47
898,Abuja,South,Duplex,5,1,2145,1992,Sale,25,Yes,Yes,Yes,499672.0,Agent_48
899,Port Harcourt,West,Apartment,5,3,2232,1999,Rent,347,Yes,No,No,450085.0,Agent_49
900,Port Harcourt,South,Apartment,4,2,4973,1998,Sale,50,Yes,No,Yes,839064.0,Agent_50
901,Enugu,West,Duplex,5,3,2287,2000,Sale,348,Yes,No,Yes,366299.0,Agent_1
902,Enugu,North,Villa,2,1,2123,2022,Rent,241,No,No,Yes,302513.0,Agent_2
903,Abuja,North,Duplex,1,1,1499,2025,Rent,32,Yes,Yes,Yes,268476.0,Agent_3
904,Kano,North,Apartment,1,2,2348,2015,Sale,33,Yes,No,No,236980.0,Agent_4
905,Abuja,North,Duplex,6,1,2061,2016,Rent,200,No,No,No,541484.0,Agent_5
906,Enugu,East,Apartment,5,4,1273,2011,Rent,234,Yes,Yes,No,238004.0,Agent_6
907,Ibadan,East,Duplex,3,5,5679,2015,Rent,26,Yes,No,No,793119.0,Agent_7
908,Enugu,South,Bungalow,3,3,2303,2011,Sale,42,No,Yes,No,372166.0,Agent_8
909,Ibadan,West,Bungalow,5,4,1598,1994,Rent,61,Yes,Yes,No,278618.0,Agent_9
910,Lagos,North,Duplex,2,3,2550,2024,Sale,41,Yes,No,No,558987.0,Agent_10
911,Enugu,North,Villa,3,4,2098,1991,Rent,130,No,No,No,393435.0,Agent_11
912,Lagos,West,Apartment,6,3,1247,2024,Sale,355,Yes,No,Yes,500806.0,Agent_12
913,Kano,West,Bungalow,7,2,4473,1998,Sale,354,Yes,Yes,Yes,600850.0,Agent_13
914,Abuja,South,Villa,5,1,2822,2007,Sale,198,Yes,No,No,642264.0,Agent_14
915,Ibadan,West,Apartment,2,1,2053,2001,Rent,287,Yes,Yes,No,313944.0,Agent_15
916,Abuja,North,Bungalow,2,2,2115,1992,Rent,151,Yes,No,No,518638.0,Agent_16
917,Lagos,North,Bungalow,4,4,4254,2007,Rent,204,No,Yes,Yes,913680.0,Agent_17
918,Ibadan,North,Duplex,2,5,4924,1996,Sale,182,Yes,No,No,695465.0,Agent_18
919,Abuja,North,Apartment,3,4,2802,2022,Rent,207,Yes,No,No,598767.0,Agent_19
920,Enugu,North,Villa,7,1,4721,1995,Rent,147,Yes,Yes,No,776573.0,Agent_20
921,Port Harcourt,South,Villa,3,5,5362,2007,Sale,204,No,No,No,1008353.0,Agent_21
922,Lagos,North,Villa,5,3,4155,2011,Rent,48,No,No,Yes,959037.0,Agent_22
923,Abuja,South,Apartment,7,5,3895,1998,Sale,258,No,Yes,No,933177.0,Agent_23
924,Lagos,North,Villa,5,4,5823,2024,Rent,139,Yes,No,Yes,1297166.0,Agent_24
925,Lagos,East,Villa,2,2,5791,2012,Sale,172,Yes,No,Yes,1236414.0,Agent_25
926,Ibadan,East,Villa,6,3,716,2001,Sale,101,Yes,Yes,No,233004.0,Agent_26
927,Ibadan,East,Duplex,1,4,3816,2013,Rent,187,Yes,No,Yes,537457.0,Agent_27
928,Port Harcourt,East,Duplex,7,3,1859,1998,Sale,315,Yes,Yes,No,452270.0,Agent_28
929,Enugu,South,Apartment,4,5,4274,2002,Rent,294,No,No,Yes,727227.0,Agent_29
930,Lagos,South,Apartment,1,1,5917,2006,Rent,363,Yes,No,No,1243674.0,Agent_30
931,Abuja,West,Villa,2,4,5427,1996,Rent,21,Yes,Yes,Yes,1044687.0,Agent_31
932,Kano,North,Duplex,2,2,4777,2006,Rent,298,No,No,Yes,521307.0,Agent_32
933,Lagos,East,Bungalow,1,5,4929,2013,Sale,10,No,Yes,No,974813.0,Agent_33
934,Lagos,South,Bungalow,4,4,5106,1991,Sale,187,No,Yes,Yes,1111776.0,Agent_34
935,Port Harcourt,North,Villa,7,2,4978,2024,Sale,133,No,No,No,982550.0,Agent_35
936,Enugu,North,Villa,7,4,2396,2017,Rent,33,No,Yes,No,468739.0,Agent_36
937,Kano,South,Duplex,1,5,4927,2008,Rent,69,Yes,No,Yes,619717.0,Agent_37
938,Ibadan,East,Duplex,5,4,5784,2022,Sale,80,Yes,Yes,No,820424.0,Agent_38
939,Ibadan,West,Duplex,3,3,5861,2010,Sale,191,Yes,No,No,797332.0,Agent_39
940,Abuja,North,Apartment,6,5,1399,1999,Rent,101,Yes,No,No,461626.0,Agent_40
941,Kano,West,Apartment,5,4,1141,1998,Rent,285,Yes,Yes,No,248456.0,Agent_41
942,Ibadan,East,Villa,7,1,5846,1995,Rent,221,No,No,Yes,793460.0,Agent_42
943,Abuja,East,Apartment,3,4,5229,2024,Sale,53,Yes,No,Yes,1115030.0,Agent_43
944,Enugu,West,Duplex,6,3,4127,2007,Rent,160,Yes,No,Yes,713016.0,Agent_44
945,Abuja,East,Duplex,6,2,695,2008,Sale,42,No,Yes,No,253485.0,Agent_45
946,Ibadan,North,Apartment,6,2,2393,1994,Rent,47,No,No,Yes,394677.0,Agent_46
947,Port Harcourt,West,Bungalow,2,2,3775,2014,Sale,159,Yes,No,Yes,706670.0,Agent_47
948,Port Harcourt,East,Villa,6,1,4550,2000,Rent,184,Yes,Yes,Yes,859488.0,Agent_48
949,Port Harcourt,West,Bungalow,4,3,5053,1999,Sale,246,No,No,No,870554.0,Agent_49
950,Ibadan,North,Villa,1,5,5425,2006,Sale,11,Yes,Yes,Yes,683866.0,Agent_50
951,Port Harcourt,East,Bungalow,7,2,2804,2025,Sale,154,No,Yes,No,573912.0,Agent_1
952,Kano,North,Apartment,4,3,4100,2015,Rent,220,Yes,No,Yes,475116.0,Agent_2
953,Enugu,East,Villa,1,4,3843,2020,Sale,155,No,Yes,Yes,592541.0,Agent_3
954,Abuja,South,Villa,5,1,2556,2021,Sale,339,No,No,No,548487.0,Agent_4
955,Abuja,East,Villa,5,3,3308,2010,Rent,283,No,No,Yes,783658.0,Agent_5
956,Ibadan,West,Duplex,1,3,1724,2007,Sale,187,Yes,No,No,201690.0,Agent_6
957,Port Harcourt,East,Duplex,4,5,1386,2007,Sale,62,No,Yes,No,353496.0,Agent_7
958,Port Harcourt,North,Bungalow,1,3,892,1990,Rent,148,No,Yes,Yes,201048.0,Agent_8
959,Lagos,North,Apartment,6,5,2175,2003,Sale,144,Yes,No,No,605928.0,Agent_9
960,Enugu,East,Duplex,2,1,3690,1997,Rent,103,Yes,No,No,570315.0,Agent_10
961,Kano,West,Villa,7,1,2946,1991,Sale,300,Yes,Yes,No,390722.0,Agent_11
962,Abuja,South,Duplex,5,4,4405,2004,Rent,93,No,No,No,991612.0,Agent_12
963,Lagos,West,Apartment,7,5,3838,2023,Sale,286,No,Yes,Yes,1041680.0,Agent_13
964,Lagos,South,Duplex,2,5,4091,2025,Sale,119,No,Yes,No,923509.0,Agent_14
965,Ibadan,North,Villa,6,2,4266,1990,Sale,29,Yes,No,No,654276.0,Agent_15
966,Abuja,West,Bungalow,6,2,3027,2010,Rent,30,Yes,No,Yes,701914.0,Agent_16
967,Ibadan,South,Villa,5,4,2681,1990,Sale,360,No,No,Yes,437845.0,Agent_17
968,Kano,East,Apartment,5,1,4264,2021,Sale,288,Yes,Yes,Yes,534925.0,Agent_18
969,Lagos,North,Bungalow,6,2,5511,2009,Rent,138,Yes,Yes,No,1272283.0,Agent_19
970,Lagos,East,Duplex,3,3,5530,2025,Rent,51,No,Yes,No,1144267.0,Agent_20
971,Enugu,North,Duplex,7,1,854,2019,Rent,292,No,Yes,No,186888.0,Agent_21
972,Kano,West,Duplex,2,3,3131,1996,Sale,234,Yes,No,No,379696.0,Agent_22
973,Lagos,West,Bungalow,7,5,2021,2011,Sale,55,No,Yes,Yes,543210.0,Agent_23
974,Kano,North,Villa,2,1,3172,1999,Sale,292,Yes,No,Yes,420561.0,Agent_24
975,Abuja,North,Bungalow,3,4,3678,1997,Rent,240,Yes,Yes,No,760430.0,Agent_25
976,Port Harcourt,North,Bungalow,4,5,2837,2016,Rent,312,No,Yes,No,551750.0,Agent_26
977,Lagos,West,Apartment,2,5,1128,1999,Sale,36,No,No,No,388925.0,Agent_27
978,Enugu,South,Bungalow,7,3,3179,2003,Sale,89,Yes,Yes,No,541716.0,Agent_28
979,Abuja,East,Duplex,1,5,5766,2000,Rent,212,Yes,No,Yes,1193202.0,Agent_29
980,Kano,East,Villa,6,2,4922,1995,Rent,318,No,Yes,Yes,624174.0,Agent_30
981,Ibadan,West,Villa,6,1,1938,2010,Rent,245,Yes,No,Yes,304002.0,Agent_31
982,Abuja,East,Villa,3,2,1921,2022,Sale,87,Yes,Yes,Yes,379144.0,Agent_32
983,Lagos,North,Duplex,2,3,1626,2008,Rent,240,Yes,Yes,No,318803.0,Agent_33
984,Kano,South,Duplex,4,3,3183,2013,Rent,320,Yes,No,Yes,388364.0,Agent_34
985,Port Harcourt,East,Duplex,2,1,2280,2007,Rent,188,Yes,No,No,423796.0,Agent_35
986,Abuja,South,Duplex,6,5,2031,2024,Rent,57,No,No,Yes,610515.0,Agent_36
987,Lagos,North,Duplex,5,4,2414,2008,Sale,113,Yes,Yes,Yes,649792.0,Agent_37
988,Enugu,East,Bungalow,1,3,1732,2013,Rent,223,Yes,Yes,No,253765.0,Agent_38
989,Ibadan,West,Duplex,3,1,2456,2023,Sale,70,No,Yes,Yes,307559.0,Agent_39
990,Kano,South,Duplex,5,4,892,2011,Sale,227,No,Yes,Yes,200794.0,Agent_40
991,Abuja,North,Duplex,7,5,1325,1993,Rent,256,No,Yes,Yes,509883.0,Agent_41
992,Abuja,South,Duplex,4,3,3463,1999,Rent,180,Yes,Yes,Yes,739170.0,Agent_42
993,Port Harcourt,East,Villa,5,1,2895,1991,Sale,184,Yes,No,No,597693.0,Agent_43
994,Port Harcourt,East,Duplex,7,1,4645,1997,Rent,191,No,Yes,Yes,859921.0,Agent_44
995,Enugu,West,Bungalow,5,1,5992,2022,Sale,232,No,Yes,Yes,924860.0,Agent_45
996,Ibadan,North,Bungalow,4,3,5646,2017,Rent,276,No,No,Yes,777950.0,Agent_46
997,Enugu,North,Bungalow,5,4,5395,1999,Sale,233,No,No,No,776232.0,Agent_47
998,Lagos,West,Apartment,3,1,2292,1990,Sale,54,No,No,No,481355.0,Agent_48
999,Lagos,West,Villa,6,5,3564,2023,Sale,257,Yes,No,Yes,966974.0,Agent_49
1000,Enugu,North,Duplex,2,1,1863,1992,Rent,90,No,No,Yes,287181.0,Agent_50
1001,Ibadan,South,Apartment,5,4,2848,1998,Sale,226,Yes,Yes,Yes,455076.0,Agent_1
1002,Enugu,South,Duplex,3,3,4051,1994,Sale,247,Yes,Yes,No,638683.0,Agent_2
1003,Ibadan,West,Apartment,2,1,4128,1999,Rent,151,No,No,Yes,548177.0,Agent_3
1004,Ibadan,South,Apartment,7,1,3836,2001,Rent,113,No,No,Yes,619268.0,Agent_4
1005,Kano,North,Bungalow,2,5,2065,2007,Sale,269,No,Yes,No,270026.0,Agent_5
1006,Ibadan,East,Bungalow,7,5,4167,2010,Sale,157,No,No,No,627788.0,Agent_6
1007,Port Harcourt,East,Apartment,5,1,2713,2010,Rent,347,No,Yes,No,519783.0,Agent_7
1008,Ibadan,South,Bungalow,3,1,4596,1990,Sale,351,Yes,Yes,Yes,609304.0,Agent_8
1009,Ibadan,West,Apartment,6,5,1519,1992,Rent,299,No,No,Yes,280370.0,Agent_9
1010,Ibadan,West,Villa,5,4,1784,1994,Rent,159,No,Yes,Yes,364657.0,Agent_10
1011,Lagos,West,Bungalow,7,2,562,2014,Rent,330,Yes,Yes,No,242902.0,Agent_11
1012,Port Harcourt,West,Bungalow,4,2,3030,1997,Sale,225,No,Yes,Yes,566431.0,Agent_12
1013,Port Harcourt,West,Bungalow,2,1,3892,2006,Rent,14,No,Yes,Yes,696736.0,Agent_13
1014,Enugu,South,Villa,5,5,3772,1998,Sale,355,No,No,No,634450.0,Agent_14
1015,Kano,East,Apartment,7,3,2769,2021,Sale,109,Yes,No,No,431288.0,Agent_15
1016,Ibadan,East,Duplex,2,3,4747,1995,Rent,96,No,No,Yes,650978.0,Agent_16
1017,Abuja,South,Bungalow,7,2,1143,2010,Rent,195,No,No,No,398157.0,Agent_17
1018,Kano,West,Apartment,3,4,5221,1996,Rent,58,No,No,Yes,620984.0,Agent_18
1019,Kano,South,Villa,1,2,716,1996,Rent,352,No,Yes,Yes,113890.0,Agent_19
