Order ID,Order Date,Ship Mode,Customer Name,Segment,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-100822,2023-03-06,Second Class,Customer 742,Consumer,West,Technology,Copiers,Copiers Model 525,456.72,9,0.0,118.12
ORD-100823,2023-11-27,Same Day,Customer 439,Consumer,East,Furniture,Tables,Tables Model 318,1132.87,2,0.1,182.51
ORD-100824,2023-06-27,Second Class,Customer 470,Consumer,West,Office Supplies,Paper,Paper Model 773,49.69,5,0.2,-6.69
ORD-100825,2024-01-13,Same Day,Customer 105,Home Office,East,Technology,Copiers,Copiers Model 357,107.0,2,0.1,6.95
ORD-100826,2024-10-08,First Class,Customer 683,Corporate,West,Technology,Accessories,Accessories Model 443,1398.7,1,0.1,41.15
ORD-100827,2024-04-04,Standard Class,Customer 239,Consumer,West,Technology,Copiers,Copiers Model 416,777.1,4,0.1,82.79
ORD-100828,2023-09-07,Same Day,Customer 304,Consumer,East,Technology,Accessories,Accessories Model 484,1247.14,4,0.0,-47.52
ORD-100829,2023-09-01,Same Day,Customer 757,Corporate,East,Technology,Phones,Phones Model 384,1848.35,6,0.5,452.57
ORD-100830,2024-06-17,First Class,Customer 769,Consumer,East,Technology,Phones,Phones Model 967,1587.72,6,0.3,208.98
ORD-100831,2023-07-30,Second Class,Customer 623,Corporate,Central,Office Supplies,Binders,Binders Model 287,1087.84,8,0.1,261.79
ORD-100832,2023-03-08,Standard Class,Customer 650,Consumer,East,Technology,Phones,Phones Model 228,1742.34,2,0.0,573.49
ORD-100833,2024-07-16,Standard Class,Customer 437,Home Office,South,Furniture,Bookcases,Bookcases Model 418,1665.82,3,0.1,-22.76
ORD-100834,2023-09-08,First Class,Customer 591,Corporate,East,Technology,Phones,Phones Model 378,859.55,8,0.5,-75.61
ORD-100835,2024-02-12,Same Day,Customer 779,Consumer,South,Furniture,Tables,Tables Model 120,767.88,7,0.3,29.65
ORD-100836,2023-11-04,Second Class,Customer 264,Corporate,South,Office Supplies,Binders,Binders Model 413,1198.46,8,0.1,154.34
ORD-100837,2024-07-29,Same Day,Customer 201,Consumer,East,Office Supplies,Paper,Paper Model 104,1219.93,1,0.0,60.94
ORD-100838,2024-01-19,First Class,Customer 394,Corporate,Central,Technology,Copiers,Copiers Model 756,993.08,10,0.3,261.31
ORD-100839,2023-02-09,Second Class,Customer 199,Corporate,Central,Furniture,Tables,Tables Model 889,1985.1,6,0.0,145.25
ORD-100840,2024-05-15,Same Day,Customer 435,Home Office,East,Technology,Copiers,Copiers Model 348,1277.26,8,0.2,221.48
ORD-100841,2024-10-08,Second Class,Customer 268,Home Office,South,Furniture,Tables,Tables Model 797,1418.99,3,0.0,303.47
ORD-100842,2024-09-08,Standard Class,Customer 660,Home Office,South,Office Supplies,Binders,Binders Model 507,1165.12,10,0.1,-133.35
ORD-100843,2023-07-13,First Class,Customer 709,Corporate,South,Furniture,Bookcases,Bookcases Model 700,1754.49,5,0.1,444.57
ORD-100844,2023-04-02,First Class,Customer 147,Corporate,East,Technology,Accessories,Accessories Model 866,236.36,7,0.5,35.34
ORD-100845,2023-01-07,Standard Class,Customer 793,Home Office,South,Technology,Accessories,Accessories Model 637,1974.31,7,0.3,-314.49
ORD-100846,2024-03-17,Second Class,Customer 203,Corporate,East,Technology,Accessories,Accessories Model 614,357.86,2,0.2,-20.08
ORD-100847,2023-08-06,Second Class,Customer 266,Corporate,South,Office Supplies,Storage,Storage Model 741,387.56,10,0.0,92.03
ORD-100848,2023-06-20,First Class,Customer 66,Corporate,West,Furniture,Bookcases,Bookcases Model 699,178.02,4,0.0,12.46
ORD-100849,2024-11-19,Standard Class,Customer 682,Home Office,West,Office Supplies,Paper,Paper Model 199,1525.86,4,0.0,-110.66
ORD-100850,2024-01-20,Same Day,Customer 776,Corporate,South,Technology,Phones,Phones Model 444,1213.91,6,0.2,339.24
ORD-100851,2023-11-19,Same Day,Customer 626,Consumer,Central,Technology,Accessories,Accessories Model 994,1637.36,6,0.2,260.81
ORD-100852,2024-04-12,Second Class,Customer 27,Home Office,West,Furniture,Chairs,Chairs Model 989,1743.67,9,0.3,290.06
ORD-100853,2023-09-12,Same Day,Customer 528,Corporate,East,Office Supplies,Storage,Storage Model 103,749.49,6,0.5,81.53
ORD-100854,2024-01-04,Second Class,Customer 622,Corporate,South,Furniture,Bookcases,Bookcases Model 856,1749.4,10,0.2,288.77
ORD-100855,2024-03-14,Standard Class,Customer 752,Corporate,Central,Furniture,Tables,Tables Model 721,1879.39,4,0.3,533.92
ORD-100856,2024-06-16,Same Day,Customer 90,Corporate,South,Technology,Phones,Phones Model 272,1754.94,8,0.5,-325.92
ORD-100857,2024-11-09,Standard Class,Customer 109,Corporate,West,Furniture,Tables,Tables Model 264,1090.52,6,0.1,-27.0
ORD-100858,2023-08-14,Standard Class,Customer 682,Consumer,South,Office Supplies,Paper,Paper Model 192,1443.97,6,0.3,387.24
ORD-100859,2024-09-07,Same Day,Customer 670,Home Office,South,Furniture,Bookcases,Bookcases Model 927,148.04,4,0.2,4.39
ORD-100860,2023-04-29,Second Class,Customer 763,Consumer,Central,Furniture,Tables,Tables Model 230,596.13,6,0.0,-35.7
ORD-100861,2023-01-02,Same Day,Customer 434,Corporate,Central,Office Supplies,Storage,Storage Model 916,635.38,3,0.5,26.06
ORD-100862,2024-09-08,Same Day,Customer 324,Consumer,Central,Technology,Copiers,Copiers Model 957,1189.74,4,0.0,92.67
ORD-100863,2024-04-11,Standard Class,Customer 614,Corporate,Central,Office Supplies,Storage,Storage Model 614,311.9,2,0.2,-23.19
ORD-100864,2024-08-10,Same Day,Customer 61,Corporate,East,Office Supplies,Storage,Storage Model 947,967.0,4,0.1,99.37
ORD-100865,2024-12-18,Same Day,Customer 307,Home Office,East,Technology,Phones,Phones Model 122,1476.74,9,0.1,392.15
ORD-100866,2024-03-08,Same Day,Customer 74,Home Office,Central,Office Supplies,Paper,Paper Model 389,1362.24,4,0.2,273.77
ORD-100867,2024-02-08,Standard Class,Customer 727,Corporate,South,Technology,Copiers,Copiers Model 770,212.69,3,0.2,42.22
ORD-100868,2024-03-28,Second Class,Customer 224,Home Office,East,Technology,Phones,Phones Model 852,1397.99,1,0.2,368.72
ORD-100869,2024-08-12,Same Day,Customer 696,Consumer,West,Office Supplies,Storage,Storage Model 198,221.86,6,0.1,10.97
ORD-100870,2023-02-23,Same Day,Customer 153,Home Office,South,Office Supplies,Binders,Binders Model 350,252.35,1,0.5,23.35
ORD-100871,2024-02-11,Same Day,Customer 795,Home Office,West,Furniture,Chairs,Chairs Model 896,987.48,8,0.5,226.68
ORD-100872,2023-10-09,Standard Class,Customer 120,Consumer,West,Technology,Accessories,Accessories Model 600,1272.02,9,0.3,6.74
ORD-100873,2024-08-23,Standard Class,Customer 608,Consumer,South,Furniture,Chairs,Chairs Model 595,1154.5,7,0.5,18.21
ORD-100874,2023-05-09,Second Class,Customer 416,Home Office,West,Office Supplies,Storage,Storage Model 503,216.89,9,0.0,47.98
ORD-100875,2024-05-15,Standard Class,Customer 772,Consumer,West,Technology,Copiers,Copiers Model 285,146.58,10,0.5,6.24
ORD-100876,2023-01-06,Second Class,Customer 589,Consumer,East,Technology,Phones,Phones Model 189,1118.35,9,0.2,-94.65
ORD-100877,2023-03-28,Second Class,Customer 434,Home Office,West,Office Supplies,Binders,Binders Model 354,1960.26,5,0.5,-128.67
ORD-100878,2023-10-28,Same Day,Customer 712,Corporate,Central,Furniture,Bookcases,Bookcases Model 720,1325.13,9,0.3,-128.62
ORD-100879,2024-12-05,Second Class,Customer 146,Corporate,East,Technology,Phones,Phones Model 237,216.04,10,0.0,1.45
ORD-100880,2024-08-28,Same Day,Customer 77,Home Office,Central,Technology,Phones,Phones Model 366,730.95,7,0.1,152.11
ORD-100881,2024-02-14,Second Class,Customer 549,Consumer,West,Technology,Phones,Phones Model 744,923.01,5,0.2,151.78
ORD-100882,2024-10-23,Second Class,Customer 430,Consumer,Central,Technology,Copiers,Copiers Model 906,401.4,7,0.2,45.61
ORD-100883,2024-09-10,Standard Class,Customer 701,Home Office,South,Office Supplies,Binders,Binders Model 167,510.05,6,0.2,-42.8
ORD-100884,2024-01-07,Second Class,Customer 281,Consumer,West,Technology,Phones,Phones Model 486,1820.31,4,0.2,-134.98
ORD-100885,2023-05-07,Same Day,Customer 98,Home Office,Central,Office Supplies,Binders,Binders Model 817,367.95,10,0.2,45.98
ORD-100886,2023-10-05,Same Day,Customer 186,Corporate,South,Office Supplies,Storage,Storage Model 588,1222.78,10,0.0,-28.32
ORD-100887,2023-01-10,Second Class,Customer 388,Home Office,Central,Furniture,Tables,Tables Model 154,1379.58,6,0.1,242.67
ORD-100888,2024-11-25,First Class,Customer 480,Home Office,Central,Technology,Phones,Phones Model 382,1225.23,7,0.3,-95.08
ORD-100889,2023-08-23,Same Day,Customer 790,Corporate,West,Technology,Copiers,Copiers Model 749,624.27,2,0.0,203.73
ORD-100890,2023-09-03,Standard Class,Customer 762,Corporate,South,Furniture,Bookcases,Bookcases Model 927,1890.84,1,0.1,262.62
ORD-100891,2024-06-04,Standard Class,Customer 416,Consumer,East,Office Supplies,Storage,Storage Model 951,1866.23,1,0.1,178.87
ORD-100892,2024-12-20,Standard Class,Customer 622,Corporate,East,Technology,Accessories,Accessories Model 790,1077.96,9,0.2,-32.44
ORD-100893,2023-03-18,Standard Class,Customer 433,Corporate,South,Furniture,Chairs,Chairs Model 274,746.76,6,0.1,83.01
ORD-100894,2024-11-26,Standard Class,Customer 298,Corporate,South,Furniture,Tables,Tables Model 400,514.54,5,0.5,94.08
ORD-100895,2024-10-08,Standard Class,Customer 475,Home Office,South,Furniture,Chairs,Chairs Model 158,1146.31,6,0.1,338.59
ORD-100896,2024-04-16,First Class,Customer 740,Consumer,South,Furniture,Bookcases,Bookcases Model 463,670.53,1,0.2,-61.54
ORD-100897,2024-05-18,Second Class,Customer 421,Consumer,South,Furniture,Tables,Tables Model 107,411.14,3,0.5,12.93
ORD-100898,2023-08-20,Same Day,Customer 187,Home Office,Central,Technology,Accessories,Accessories Model 211,951.98,8,0.2,-5.07
ORD-100899,2023-06-15,Second Class,Customer 114,Consumer,Central,Technology,Accessories,Accessories Model 141,296.95,3,0.3,-46.74
ORD-100900,2023-12-06,Same Day,Customer 682,Corporate,West,Office Supplies,Paper,Paper Model 531,1803.98,8,0.1,324.34
ORD-100901,2024-11-29,Same Day,Customer 514,Home Office,South,Technology,Accessories,Accessories Model 234,1434.36,2,0.2,283.99
ORD-100902,2023-05-10,Second Class,Customer 54,Home Office,Central,Furniture,Chairs,Chairs Model 539,327.97,10,0.5,-63.58
ORD-100903,2024-03-20,Same Day,Customer 254,Home Office,East,Technology,Phones,Phones Model 846,970.78,9,0.2,76.37
ORD-100904,2023-10-15,Second Class,Customer 683,Corporate,East,Furniture,Chairs,Chairs Model 585,1538.12,2,0.2,472.84
ORD-100905,2024-05-29,Second Class,Customer 235,Consumer,East,Technology,Copiers,Copiers Model 510,1229.98,1,0.1,401.77
ORD-100906,2023-05-30,Standard Class,Customer 390,Corporate,Central,Office Supplies,Binders,Binders Model 816,864.08,4,0.5,-95.19
ORD-100907,2024-03-12,Standard Class,Customer 312,Consumer,Central,Furniture,Tables,Tables Model 472,968.81,5,0.5,-7.57
ORD-100908,2024-03-04,Standard Class,Customer 54,Home Office,Central,Office Supplies,Storage,Storage Model 317,509.0,5,0.0,-9.27
ORD-100909,2024-09-13,Same Day,Customer 373,Corporate,Central,Office Supplies,Paper,Paper Model 214,219.51,2,0.1,-1.42
ORD-100910,2024-11-30,First Class,Customer 761,Home Office,Central,Technology,Phones,Phones Model 343,1112.5,5,0.1,32.31
ORD-100911,2024-01-29,Standard Class,Customer 43,Home Office,East,Furniture,Bookcases,Bookcases Model 297,192.72,8,0.0,-7.96
ORD-100912,2024-07-13,Second Class,Customer 547,Home Office,East,Furniture,Chairs,Chairs Model 144,1245.64,3,0.2,232.2
ORD-100913,2024-07-17,First Class,Customer 460,Home Office,West,Furniture,Tables,Tables Model 546,1428.97,2,0.5,341.25
ORD-100914,2024-06-20,Second Class,Customer 614,Corporate,East,Office Supplies,Paper,Paper Model 396,1864.04,1,0.5,290.6
ORD-100915,2024-12-11,Standard Class,Customer 170,Corporate,South,Technology,Phones,Phones Model 675,396.58,7,0.3,24.89
ORD-100916,2023-10-06,Second Class,Customer 607,Home Office,West,Office Supplies,Storage,Storage Model 909,429.71,9,0.0,-12.03
ORD-100917,2024-12-25,Second Class,Customer 304,Home Office,Central,Office Supplies,Storage,Storage Model 665,1446.75,2,0.2,-5.01
ORD-100918,2023-02-16,Second Class,Customer 285,Consumer,Central,Furniture,Chairs,Chairs Model 994,1076.46,1,0.2,-131.77
ORD-100919,2023-08-04,First Class,Customer 333,Consumer,Central,Technology,Phones,Phones Model 839,1078.5,3,0.0,206.95
ORD-100920,2023-10-29,Standard Class,Customer 365,Consumer,Central,Office Supplies,Storage,Storage Model 280,662.78,5,0.0,120.41
ORD-100921,2024-11-04,Same Day,Customer 670,Corporate,East,Furniture,Bookcases,Bookcases Model 936,1957.95,8,0.5,-297.81
ORD-100922,2023-10-03,Second Class,Customer 748,Home Office,South,Furniture,Tables,Tables Model 477,423.76,3,0.3,-38.12
ORD-100923,2024-05-22,Second Class,Customer 194,Home Office,South,Office Supplies,Binders,Binders Model 846,379.4,3,0.1,93.72
ORD-100924,2023-01-22,Second Class,Customer 72,Consumer,West,Technology,Accessories,Accessories Model 536,634.12,4,0.1,157.18
ORD-100925,2024-02-17,Standard Class,Customer 618,Consumer,South,Office Supplies,Storage,Storage Model 493,218.46,1,0.5,-30.2
ORD-100926,2024-10-21,Standard Class,Customer 275,Consumer,West,Furniture,Chairs,Chairs Model 911,1870.66,1,0.1,-15.42
ORD-100927,2023-12-13,Same Day,Customer 778,Home Office,South,Furniture,Bookcases,Bookcases Model 935,1708.39,3,0.0,-15.3
ORD-100928,2024-05-05,First Class,Customer 643,Home Office,West,Office Supplies,Paper,Paper Model 121,325.94,1,0.0,47.13
ORD-100929,2023-10-31,Second Class,Customer 25,Consumer,South,Furniture,Bookcases,Bookcases Model 494,223.08,3,0.3,-21.45
ORD-100930,2023-10-21,Standard Class,Customer 504,Consumer,West,Office Supplies,Storage,Storage Model 329,467.25,2,0.3,69.64
ORD-100931,2023-03-20,Standard Class,Customer 45,Home Office,East,Office Supplies,Paper,Paper Model 282,1239.08,7,0.0,77.1
ORD-100932,2024-09-06,First Class,Customer 640,Corporate,Central,Technology,Accessories,Accessories Model 996,379.1,2,0.3,-35.03
ORD-100933,2024-11-08,Standard Class,Customer 3,Consumer,East,Office Supplies,Paper,Paper Model 427,750.84,3,0.2,168.81
ORD-100934,2024-05-04,First Class,Customer 149,Consumer,Central,Office Supplies,Paper,Paper Model 230,1633.01,3,0.0,261.33
ORD-100935,2023-11-23,Same Day,Customer 617,Home Office,Central,Office Supplies,Paper,Paper Model 241,998.53,4,0.3,151.82
ORD-100936,2024-07-16,Second Class,Customer 394,Consumer,South,Office Supplies,Paper,Paper Model 639,1004.26,10,0.5,21.76
ORD-100937,2023-08-13,Second Class,Customer 18,Corporate,South,Technology,Copiers,Copiers Model 236,1412.12,2,0.1,60.4
ORD-100938,2024-01-05,Second Class,Customer 565,Corporate,East,Furniture,Tables,Tables Model 315,1700.53,4,0.1,21.45
ORD-100939,2023-05-22,Standard Class,Customer 713,Corporate,Central,Furniture,Bookcases,Bookcases Model 155,252.13,2,0.1,12.57
ORD-100940,2023-03-17,Standard Class,Customer 151,Corporate,East,Technology,Copiers,Copiers Model 180,964.12,4,0.5,184.84
ORD-100941,2024-08-05,Second Class,Customer 482,Home Office,East,Furniture,Chairs,Chairs Model 866,1665.51,9,0.3,-154.27
ORD-100942,2024-04-26,Standard Class,Customer 294,Consumer,East,Technology,Accessories,Accessories Model 161,834.81,1,0.2,49.91
ORD-100943,2024-05-30,Same Day,Customer 568,Home Office,Central,Technology,Phones,Phones Model 685,337.49,9,0.3,72.46
ORD-100944,2023-08-21,Standard Class,Customer 535,Corporate,East,Office Supplies,Storage,Storage Model 860,858.87,4,0.1,1.99
ORD-100945,2023-02-27,Standard Class,Customer 710,Corporate,South,Office Supplies,Storage,Storage Model 420,453.43,7,0.1,113.42
ORD-100946,2023-02-25,Standard Class,Customer 107,Consumer,Central,Office Supplies,Binders,Binders Model 717,1610.61,6,0.3,-116.56
ORD-100947,2023-10-16,Standard Class,Customer 775,Corporate,East,Furniture,Chairs,Chairs Model 664,342.27,4,0.0,-24.17
ORD-100948,2023-09-04,Same Day,Customer 47,Consumer,Central,Technology,Phones,Phones Model 195,552.95,5,0.5,29.95
ORD-100949,2023-10-17,Same Day,Customer 744,Corporate,East,Furniture,Tables,Tables Model 819,1918.3,2,0.5,-215.43
ORD-100950,2024-05-30,Same Day,Customer 489,Home Office,West,Office Supplies,Paper,Paper Model 397,219.99,3,0.1,-24.05
ORD-100951,2024-04-19,Second Class,Customer 221,Home Office,East,Furniture,Bookcases,Bookcases Model 887,175.93,3,0.0,57.84
ORD-100952,2024-09-15,Second Class,Customer 348,Corporate,Central,Technology,Copiers,Copiers Model 738,1309.76,7,0.2,80.37
ORD-100953,2024-11-30,Standard Class,Customer 157,Home Office,South,Furniture,Bookcases,Bookcases Model 199,787.52,1,0.1,258.82
ORD-100954,2024-07-14,Same Day,Customer 322,Consumer,Central,Furniture,Tables,Tables Model 265,1737.72,2,0.0,216.36
ORD-100955,2024-01-08,Same Day,Customer 265,Corporate,Central,Office Supplies,Storage,Storage Model 881,719.67,8,0.0,-13.94
ORD-100956,2023-05-07,First Class,Customer 411,Corporate,East,Technology,Phones,Phones Model 551,1943.93,6,0.3,-276.39
ORD-100957,2023-11-18,First Class,Customer 699,Consumer,West,Technology,Copiers,Copiers Model 858,759.89,4,0.3,51.42
ORD-100958,2023-01-09,Second Class,Customer 584,Corporate,West,Technology,Copiers,Copiers Model 328,326.03,7,0.0,10.04
ORD-100959,2023-04-06,Same Day,Customer 112,Consumer,East,Office Supplies,Storage,Storage Model 849,710.9,2,0.3,91.79
ORD-100960,2023-07-24,Same Day,Customer 218,Home Office,South,Office Supplies,Paper,Paper Model 217,815.01,5,0.0,34.86
ORD-100961,2024-07-12,Second Class,Customer 328,Home Office,West,Office Supplies,Binders,Binders Model 715,328.37,7,0.3,-31.04
ORD-100962,2024-03-16,Standard Class,Customer 777,Home Office,South,Furniture,Tables,Tables Model 376,1957.55,5,0.1,-187.27
ORD-100963,2023-03-27,First Class,Customer 730,Corporate,South,Technology,Phones,Phones Model 637,300.64,4,0.2,12.71
ORD-100964,2023-07-08,Same Day,Customer 351,Corporate,East,Technology,Accessories,Accessories Model 303,1664.49,6,0.0,503.89
ORD-100965,2024-05-01,Same Day,Customer 364,Home Office,South,Office Supplies,Paper,Paper Model 942,1080.3,1,0.1,339.77
ORD-100966,2023-07-23,First Class,Customer 681,Home Office,Central,Technology,Copiers,Copiers Model 114,174.06,3,0.5,13.48
ORD-100967,2024-05-26,Same Day,Customer 270,Home Office,West,Office Supplies,Binders,Binders Model 561,1731.32,3,0.0,443.92
ORD-100968,2024-10-16,Second Class,Customer 431,Home Office,East,Technology,Accessories,Accessories Model 715,1939.53,7,0.0,-162.11
ORD-100969,2023-08-03,First Class,Customer 373,Consumer,Central,Furniture,Tables,Tables Model 414,1905.71,9,0.5,437.93
ORD-100970,2024-05-26,First Class,Customer 361,Home Office,South,Furniture,Bookcases,Bookcases Model 635,1304.85,6,0.3,34.35
ORD-100971,2024-04-14,Second Class,Customer 556,Corporate,South,Furniture,Chairs,Chairs Model 391,868.2,7,0.1,111.77
ORD-100972,2024-12-19,Standard Class,Customer 92,Home Office,West,Technology,Accessories,Accessories Model 731,1248.35,7,0.0,434.32
ORD-100973,2024-09-30,Standard Class,Customer 684,Corporate,South,Furniture,Tables,Tables Model 316,1855.91,4,0.0,343.5
ORD-100974,2024-01-26,First Class,Customer 476,Corporate,South,Office Supplies,Storage,Storage Model 107,246.71,6,0.3,66.06
ORD-100975,2023-10-18,Same Day,Customer 690,Consumer,West,Furniture,Bookcases,Bookcases Model 524,549.87,1,0.2,-0.92
ORD-100976,2023-06-07,First Class,Customer 344,Consumer,South,Furniture,Chairs,Chairs Model 347,1585.21,9,0.5,267.93
ORD-100977,2024-09-23,Same Day,Customer 132,Home Office,South,Office Supplies,Binders,Binders Model 845,1295.98,3,0.0,337.73
ORD-100978,2024-06-13,Second Class,Customer 517,Consumer,South,Office Supplies,Paper,Paper Model 963,333.72,5,0.1,-25.09
ORD-100979,2023-11-27,Standard Class,Customer 644,Home Office,East,Technology,Phones,Phones Model 128,423.45,10,0.0,-37.46
ORD-100980,2023-03-22,Second Class,Customer 465,Home Office,Central,Technology,Copiers,Copiers Model 291,1152.15,4,0.0,269.66
ORD-100981,2023-11-01,Same Day,Customer 789,Corporate,West,Technology,Phones,Phones Model 381,403.78,2,0.1,83.52
ORD-100982,2023-01-24,Standard Class,Customer 471,Home Office,West,Furniture,Bookcases,Bookcases Model 209,1284.01,3,0.5,244.12
ORD-100983,2023-07-04,Second Class,Customer 401,Consumer,South,Office Supplies,Paper,Paper Model 914,203.7,1,0.3,44.83
ORD-100984,2024-05-13,Same Day,Customer 385,Corporate,South,Office Supplies,Binders,Binders Model 927,1919.25,3,0.0,-10.3
ORD-100985,2023-01-11,Standard Class,Customer 121,Corporate,Central,Furniture,Tables,Tables Model 595,1809.2,10,0.5,152.06
ORD-100986,2023-01-06,Second Class,Customer 621,Consumer,West,Technology,Copiers,Copiers Model 630,333.61,9,0.2,92.4
ORD-100987,2024-01-09,Second Class,Customer 226,Consumer,East,Furniture,Chairs,Chairs Model 374,247.28,5,0.1,-26.39
ORD-100988,2023-04-05,Same Day,Customer 764,Corporate,South,Office Supplies,Binders,Binders Model 624,710.14,7,0.5,66.3
ORD-100989,2023-06-27,Standard Class,Customer 598,Home Office,Central,Furniture,Tables,Tables Model 269,411.8,4,0.2,120.59
ORD-100990,2024-03-19,First Class,Customer 327,Home Office,West,Technology,Accessories,Accessories Model 721,1768.06,7,0.3,191.57
ORD-100991,2024-08-03,Standard Class,Customer 524,Corporate,South,Office Supplies,Binders,Binders Model 400,718.77,10,0.0,73.48
ORD-100992,2023-12-27,First Class,Customer 440,Consumer,Central,Technology,Copiers,Copiers Model 351,808.65,2,0.0,-15.4
ORD-100993,2024-01-16,First Class,Customer 705,Consumer,Central,Furniture,Bookcases,Bookcases Model 318,756.49,8,0.2,-64.27
ORD-100994,2023-08-27,Second Class,Customer 540,Consumer,West,Technology,Accessories,Accessories Model 674,1132.05,5,0.3,-36.65
ORD-100995,2024-11-18,Same Day,Customer 326,Corporate,East,Technology,Copiers,Copiers Model 301,168.15,1,0.3,24.71
ORD-100996,2023-02-17,Same Day,Customer 176,Home Office,Central,Office Supplies,Paper,Paper Model 705,1980.71,7,0.3,-210.62
ORD-100997,2023-01-22,Same Day,Customer 292,Consumer,South,Furniture,Bookcases,Bookcases Model 137,584.37,9,0.5,142.93
ORD-100998,2023-12-12,Same Day,Customer 741,Corporate,Central,Technology,Phones,Phones Model 424,1296.66,6,0.0,144.52
ORD-100999,2024-07-23,Same Day,Customer 306,Home Office,South,Office Supplies,Binders,Binders Model 605,1553.73,2,0.3,179.52
ORD-101000,2023-04-16,Second Class,Customer 108,Corporate,South,Office Supplies,Storage,Storage Model 331,77.99,3,0.0,21.17
ORD-101001,2024-01-13,Standard Class,Customer 266,Consumer,West,Furniture,Chairs,Chairs Model 149,1635.97,5,0.5,401.31
ORD-101002,2023-12-04,Second Class,Customer 142,Home Office,South,Furniture,Tables,Tables Model 222,1382.08,3,0.3,-53.26
ORD-101003,2024-08-21,Standard Class,Customer 535,Home Office,East,Office Supplies,Binders,Binders Model 691,1777.84,8,0.3,225.09
ORD-101004,2023-10-15,First Class,Customer 785,Corporate,West,Technology,Accessories,Accessories Model 461,657.38,9,0.3,-38.38
ORD-101005,2024-10-24,Standard Class,Customer 507,Consumer,East,Furniture,Bookcases,Bookcases Model 113,1475.83,4,0.1,284.44
ORD-101006,2023-07-12,First Class,Customer 779,Corporate,South,Office Supplies,Paper,Paper Model 771,985.54,3,0.2,-45.44
ORD-101007,2023-05-14,Same Day,Customer 636,Home Office,East,Technology,Phones,Phones Model 898,453.19,7,0.2,15.19
ORD-101008,2023-10-12,Standard Class,Customer 151,Corporate,West,Furniture,Chairs,Chairs Model 862,857.73,2,0.2,247.17
ORD-101009,2024-04-16,Same Day,Customer 361,Corporate,West,Furniture,Chairs,Chairs Model 663,390.32,2,0.0,44.62
ORD-101010,2023-08-06,First Class,Customer 55,Corporate,Central,Office Supplies,Paper,Paper Model 478,318.23,2,0.5,-1.95
ORD-101011,2024-01-27,Second Class,Customer 413,Consumer,Central,Furniture,Bookcases,Bookcases Model 642,1469.36,10,0.3,-106.87
ORD-101012,2024-03-19,Standard Class,Customer 225,Consumer,West,Office Supplies,Storage,Storage Model 136,236.19,10,0.0,45.08
ORD-101013,2023-03-09,Same Day,Customer 402,Corporate,West,Office Supplies,Binders,Binders Model 325,1073.62,5,0.2,-40.89
ORD-101014,2023-06-25,First Class,Customer 752,Consumer,West,Office Supplies,Binders,Binders Model 289,1575.74,9,0.2,231.01
ORD-101015,2024-05-03,Standard Class,Customer 171,Consumer,Central,Technology,Copiers,Copiers Model 566,1483.4,3,0.1,-64.37
ORD-101016,2024-04-30,First Class,Customer 79,Consumer,West,Furniture,Bookcases,Bookcases Model 708,867.29,6,0.0,-17.45
ORD-101017,2023-01-02,Standard Class,Customer 18,Home Office,Central,Office Supplies,Storage,Storage Model 955,986.85,4,0.1,91.44
ORD-101018,2023-06-21,First Class,Customer 464,Corporate,Central,Technology,Copiers,Copiers Model 658,1514.89,5,0.0,-83.32
ORD-101019,2023-09-17,First Class,Customer 728,Corporate,South,Technology,Accessories,Accessories Model 215,741.29,5,0.0,201.99
ORD-101020,2024-10-17,Second Class,Customer 366,Corporate,West,Technology,Copiers,Copiers Model 350,61.04,10,0.3,13.75
ORD-101021,2024-03-17,Same Day,Customer 655,Consumer,Central,Technology,Copiers,Copiers Model 998,731.65,9,0.0,-9.34
ORD-101022,2023-06-29,Same Day,Customer 604,Corporate,Central,Office Supplies,Storage,Storage Model 416,545.31,4,0.2,141.56
ORD-101023,2024-06-16,Same Day,Customer 581,Corporate,Central,Furniture,Bookcases,Bookcases Model 212,1409.63,1,0.5,-203.93
ORD-101024,2023-05-31,First Class,Customer 639,Home Office,East,Office Supplies,Storage,Storage Model 410,943.31,8,0.1,108.89
ORD-101025,2023-10-29,Standard Class,Customer 55,Corporate,Central,Office Supplies,Binders,Binders Model 105,50.87,7,0.0,-0.11
ORD-101026,2023-01-01,First Class,Customer 515,Home Office,East,Office Supplies,Storage,Storage Model 188,118.81,5,0.1,4.47
ORD-101027,2023-07-21,Standard Class,Customer 485,Corporate,East,Furniture,Bookcases,Bookcases Model 931,875.46,7,0.0,27.02
ORD-101028,2023-04-11,Second Class,Customer 578,Corporate,Central,Office Supplies,Paper,Paper Model 923,1788.21,10,0.2,230.08
ORD-101029,2023-07-24,First Class,Customer 313,Consumer,Central,Furniture,Bookcases,Bookcases Model 680,515.04,8,0.3,46.06
ORD-101030,2024-01-20,Same Day,Customer 711,Corporate,Central,Technology,Phones,Phones Model 579,1569.16,6,0.3,-183.25
ORD-101031,2024-03-06,Standard Class,Customer 786,Corporate,West,Office Supplies,Paper,Paper Model 873,1923.66,3,0.3,-283.83
ORD-101032,2023-09-06,First Class,Customer 55,Corporate,East,Technology,Accessories,Accessories Model 512,1169.04,1,0.2,-96.71
ORD-101033,2024-04-16,Standard Class,Customer 342,Home Office,West,Office Supplies,Storage,Storage Model 941,1681.61,5,0.0,-126.77
