EmployeeID,Age,Gender,Department,JobRole,Education,MaritalStatus,MonthlyIncome,YearsAtCompany,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,OverTime,BusinessTravel,DistanceFromHome,Attrition
EMP00510,48,Female,Research & Development,Research Scientist,Master,Single,18102,30,4,2,2,No,Travel_Frequently,17,Yes
EMP00511,32,Male,Research & Development,Research Scientist,High School,Single,12400,29,3,1,4,Yes,Non-Travel,25,No
EMP00512,42,Female,Research & Development,Manager,Master,Married,19862,19,1,2,4,Yes,Non-Travel,3,No
EMP00513,45,Male,Human Resources,Sales Executive,High School,Divorced,3436,22,2,1,4,Yes,Travel_Rarely,20,No
EMP00514,44,Female,Human Resources,Sales Executive,Master,Single,17116,17,2,2,2,No,Non-Travel,1,No
EMP00515,41,Male,Research & Development,Laboratory Technician,High School,Divorced,5420,8,4,1,4,No,Travel_Frequently,5,No
EMP00516,50,Female,Sales,HR Executive,PhD,Married,10720,31,1,2,1,No,Travel_Rarely,30,No
EMP00517,50,Male,Human Resources,Research Scientist,Bachelor,Single,5023,36,3,2,3,No,Non-Travel,4,Yes
EMP00518,23,Female,Research & Development,Developer,Bachelor,Married,11883,26,2,2,4,Yes,Travel_Rarely,6,No
EMP00519,31,Female,Sales,Developer,Bachelor,Married,5493,22,1,3,2,Yes,Travel_Frequently,21,No
EMP00520,49,Female,Human Resources,Sales Executive,Bachelor,Married,15954,17,4,1,4,Yes,Non-Travel,18,No
EMP00521,45,Female,Research & Development,Manager,High School,Married,2554,33,3,1,4,No,Travel_Rarely,15,No
EMP00522,20,Male,Human Resources,Sales Executive,Bachelor,Single,11368,37,4,3,1,Yes,Non-Travel,27,Yes
EMP00523,48,Female,Research & Development,Sales Executive,Bachelor,Single,13974,28,1,3,4,Yes,Non-Travel,2,No
EMP00524,46,Female,Human Resources,Research Scientist,High School,Divorced,2257,13,4,4,2,No,Travel_Frequently,30,Yes
EMP00525,39,Male,Human Resources,Manager,High School,Married,7956,37,3,1,3,Yes,Travel_Frequently,1,No
EMP00526,57,Male,Human Resources,HR Executive,Master,Single,16677,16,1,3,2,Yes,Non-Travel,28,No
EMP00527,50,Female,Research & Development,HR Executive,Master,Married,7112,34,3,3,4,No,Non-Travel,30,No
EMP00528,26,Male,Human Resources,Manager,Bachelor,Married,11992,37,4,4,4,Yes,Non-Travel,25,No
EMP00529,59,Female,Sales,HR Executive,Master,Divorced,8778,3,4,3,2,No,Non-Travel,29,No
EMP00530,56,Male,Sales,Research Scientist,Master,Divorced,19804,29,3,1,4,No,Non-Travel,3,No
EMP00531,36,Female,Research & Development,HR Executive,Bachelor,Married,11178,5,3,1,1,No,Travel_Frequently,2,No
EMP00532,51,Male,Human Resources,HR Executive,PhD,Single,9934,10,4,3,4,Yes,Non-Travel,28,No
EMP00533,25,Female,Human Resources,Manager,Master,Divorced,5302,16,2,3,3,No,Travel_Rarely,9,No
EMP00534,20,Male,Human Resources,Laboratory Technician,Master,Divorced,8117,14,4,3,3,Yes,Non-Travel,21,No
EMP00535,51,Female,Sales,HR Executive,High School,Divorced,7704,40,1,2,3,Yes,Travel_Frequently,17,No
EMP00536,44,Female,Sales,Sales Executive,Master,Single,2604,8,3,2,1,No,Travel_Frequently,2,No
EMP00537,24,Male,Research & Development,Developer,Bachelor,Divorced,11674,8,3,2,2,Yes,Travel_Rarely,6,No
EMP00538,37,Female,Sales,HR Executive,Master,Divorced,9868,25,4,3,1,No,Travel_Frequently,11,No
EMP00539,52,Male,Human Resources,Manager,High School,Single,12758,6,3,4,1,No,Travel_Frequently,4,No
EMP00540,44,Female,Research & Development,Sales Executive,Bachelor,Divorced,10960,11,1,3,3,Yes,Travel_Rarely,21,No
EMP00541,20,Female,Research & Development,Manager,High School,Divorced,12307,29,1,3,4,Yes,Travel_Frequently,28,No
EMP00542,41,Female,Research & Development,Research Scientist,High School,Married,4775,35,2,4,1,No,Non-Travel,26,No
EMP00543,29,Female,Human Resources,HR Executive,High School,Single,10165,35,1,2,4,No,Travel_Frequently,20,No
EMP00544,18,Male,Sales,Laboratory Technician,Bachelor,Single,19284,15,4,4,3,Yes,Non-Travel,27,Yes
EMP00545,49,Male,Research & Development,Laboratory Technician,Bachelor,Divorced,16766,20,2,3,1,Yes,Travel_Frequently,29,No
EMP00546,27,Male,Research & Development,Laboratory Technician,PhD,Married,2901,35,4,1,1,No,Travel_Rarely,3,No
EMP00547,32,Female,Human Resources,Laboratory Technician,High School,Married,19663,36,4,3,3,Yes,Travel_Rarely,28,No
EMP00548,25,Female,Human Resources,Research Scientist,PhD,Divorced,8834,27,2,2,2,Yes,Non-Travel,11,Yes
EMP00549,21,Male,Human Resources,Laboratory Technician,Master,Divorced,14767,25,3,2,4,Yes,Travel_Rarely,15,No
EMP00550,47,Female,Sales,Developer,High School,Divorced,18002,25,2,2,3,No,Travel_Rarely,24,Yes
EMP00551,40,Female,Research & Development,HR Executive,High School,Married,12822,21,3,3,2,Yes,Non-Travel,26,Yes
EMP00552,22,Female,Human Resources,Developer,Master,Single,18445,37,1,1,3,Yes,Non-Travel,14,No
EMP00553,19,Male,Human Resources,Manager,Master,Single,14533,21,3,1,3,No,Travel_Rarely,1,No
EMP00554,21,Male,Sales,HR Executive,PhD,Single,13085,16,1,3,3,No,Non-Travel,5,Yes
EMP00555,33,Male,Human Resources,HR Executive,Master,Divorced,13145,29,4,3,4,Yes,Travel_Frequently,18,No
EMP00556,19,Male,Sales,Laboratory Technician,Master,Single,15378,5,4,3,4,Yes,Non-Travel,1,No
EMP00557,34,Female,Human Resources,Developer,Bachelor,Divorced,2170,34,1,3,3,Yes,Non-Travel,2,No
EMP00558,55,Male,Research & Development,Research Scientist,High School,Divorced,9521,16,1,2,2,No,Non-Travel,15,No
EMP00559,48,Male,Research & Development,Laboratory Technician,Bachelor,Married,14465,20,4,2,1,Yes,Travel_Frequently,21,No
EMP00560,49,Male,Sales,Developer,Bachelor,Divorced,14136,28,2,1,4,Yes,Travel_Rarely,16,No
EMP00561,45,Female,Sales,Laboratory Technician,Master,Divorced,5120,8,2,3,3,No,Non-Travel,20,No
EMP00562,43,Female,Research & Development,HR Executive,Bachelor,Single,9463,15,3,3,1,Yes,Non-Travel,10,No
EMP00563,47,Female,Sales,Laboratory Technician,High School,Divorced,3199,30,4,2,1,Yes,Travel_Frequently,21,No
EMP00564,40,Female,Research & Development,Research Scientist,Master,Divorced,8314,12,3,2,1,Yes,Non-Travel,11,No
EMP00565,24,Male,Research & Development,HR Executive,PhD,Divorced,16365,2,3,1,4,Yes,Non-Travel,19,Yes
EMP00566,58,Female,Research & Development,HR Executive,Master,Divorced,17343,10,1,3,3,Yes,Travel_Rarely,1,No
EMP00567,18,Female,Sales,Developer,PhD,Single,5959,4,3,1,4,Yes,Non-Travel,29,No
EMP00568,25,Female,Human Resources,Sales Executive,PhD,Divorced,7418,25,1,1,2,Yes,Non-Travel,8,No
EMP00569,43,Male,Research & Development,Laboratory Technician,Bachelor,Divorced,18257,20,2,3,1,Yes,Non-Travel,11,No
EMP00570,32,Female,Sales,Manager,PhD,Divorced,9524,13,4,4,1,No,Non-Travel,4,No
EMP00571,49,Male,Human Resources,Sales Executive,High School,Single,3204,19,2,2,4,Yes,Travel_Rarely,8,No
EMP00572,39,Female,Sales,Laboratory Technician,Master,Divorced,17282,22,1,3,2,No,Travel_Frequently,8,No
EMP00573,54,Female,Human Resources,Sales Executive,Bachelor,Single,5665,19,2,2,1,No,Non-Travel,16,No
EMP00574,31,Female,Sales,Manager,Bachelor,Married,6418,0,4,3,3,Yes,Travel_Rarely,11,No
EMP00575,56,Female,Human Resources,Sales Executive,Bachelor,Single,17458,1,4,2,4,Yes,Non-Travel,4,No
EMP00576,18,Female,Sales,HR Executive,Bachelor,Divorced,14384,35,1,1,2,No,Travel_Frequently,28,No
EMP00577,25,Male,Research & Development,Manager,High School,Single,14499,4,3,2,3,No,Travel_Rarely,19,No
EMP00578,42,Female,Sales,Laboratory Technician,Bachelor,Single,6456,26,3,2,2,Yes,Travel_Frequently,25,No
EMP00579,28,Male,Sales,Research Scientist,Bachelor,Married,4523,31,4,3,3,Yes,Travel_Frequently,22,No
EMP00580,51,Male,Sales,Developer,High School,Divorced,4633,14,1,3,2,Yes,Travel_Frequently,14,Yes
EMP00581,43,Female,Human Resources,HR Executive,Bachelor,Divorced,19650,23,1,3,2,No,Non-Travel,6,No
EMP00582,45,Female,Sales,Developer,High School,Married,15988,28,4,3,3,No,Travel_Rarely,26,No
EMP00583,20,Female,Research & Development,Manager,High School,Divorced,17405,31,2,3,3,No,Non-Travel,16,No
EMP00584,28,Female,Research & Development,Manager,PhD,Divorced,11078,4,3,4,2,No,Travel_Rarely,1,Yes
EMP00585,40,Female,Research & Development,Developer,PhD,Married,2171,23,2,2,2,Yes,Travel_Rarely,8,No
EMP00586,54,Female,Human Resources,HR Executive,High School,Divorced,9727,21,3,1,2,No,Travel_Frequently,19,No
EMP00587,59,Female,Research & Development,Laboratory Technician,Master,Single,11030,19,2,2,4,Yes,Travel_Rarely,6,No
EMP00588,31,Female,Sales,Laboratory Technician,Master,Single,5842,35,1,3,4,No,Non-Travel,16,Yes
EMP00589,27,Female,Sales,Sales Executive,Bachelor,Divorced,8600,30,4,2,2,Yes,Travel_Rarely,9,No
EMP00590,34,Male,Human Resources,HR Executive,Master,Single,11548,0,1,3,2,No,Non-Travel,21,Yes
EMP00591,55,Female,Sales,Laboratory Technician,High School,Single,8864,39,3,3,3,Yes,Non-Travel,30,No
EMP00592,42,Female,Research & Development,Research Scientist,Master,Divorced,5716,29,2,2,2,No,Travel_Rarely,6,Yes
EMP00593,51,Female,Sales,Research Scientist,Bachelor,Married,15207,20,1,4,1,Yes,Non-Travel,25,No
EMP00594,28,Male,Human Resources,Sales Executive,Bachelor,Single,3562,27,3,1,1,Yes,Travel_Rarely,17,No
EMP00595,20,Male,Human Resources,HR Executive,High School,Married,16616,6,3,1,3,No,Travel_Frequently,3,No
EMP00596,21,Male,Research & Development,HR Executive,High School,Married,13577,25,1,4,2,Yes,Travel_Frequently,16,Yes
EMP00597,26,Male,Human Resources,Research Scientist,High School,Single,4532,13,2,3,3,Yes,Non-Travel,28,No
EMP00598,33,Male,Sales,HR Executive,Bachelor,Divorced,15806,6,1,1,1,Yes,Non-Travel,6,No
EMP00599,36,Female,Human Resources,Laboratory Technician,PhD,Married,17611,5,1,2,1,Yes,Travel_Frequently,15,No
EMP00600,47,Female,Human Resources,Developer,PhD,Single,3717,23,3,4,1,Yes,Travel_Frequently,5,No
EMP00601,52,Female,Research & Development,Developer,High School,Married,5749,32,3,2,1,Yes,Travel_Frequently,28,No
EMP00602,49,Male,Research & Development,Manager,Master,Single,11864,24,3,2,3,Yes,Non-Travel,19,No
EMP00603,39,Female,Research & Development,Developer,Master,Single,14387,1,3,2,1,Yes,Travel_Frequently,15,No
EMP00604,34,Male,Research & Development,Developer,PhD,Married,15795,7,4,1,3,Yes,Travel_Rarely,2,No
EMP00605,49,Female,Sales,Manager,Master,Single,4830,3,1,4,3,No,Non-Travel,25,No
EMP00606,41,Female,Human Resources,Sales Executive,High School,Single,14550,5,4,1,2,Yes,Non-Travel,12,No
EMP00607,28,Male,Human Resources,Developer,High School,Married,17186,5,4,3,2,Yes,Non-Travel,28,No
EMP00608,53,Female,Sales,HR Executive,Master,Single,12877,0,2,4,1,No,Travel_Frequently,28,Yes
EMP00609,22,Female,Research & Development,Laboratory Technician,High School,Married,7676,9,2,4,3,Yes,Travel_Rarely,22,No
EMP00610,35,Female,Research & Development,Developer,Bachelor,Single,7172,14,3,4,3,No,Travel_Frequently,13,No
EMP00611,21,Female,Human Resources,Manager,High School,Single,5111,17,4,2,3,Yes,Non-Travel,23,No
EMP00612,31,Male,Sales,Developer,PhD,Single,12154,30,3,1,4,No,Travel_Rarely,5,No
EMP00613,40,Female,Sales,Manager,High School,Divorced,14111,35,2,4,2,No,Travel_Rarely,15,No
EMP00614,59,Female,Research & Development,HR Executive,Bachelor,Married,2375,10,4,3,3,Yes,Travel_Frequently,3,No
EMP00615,50,Female,Sales,Sales Executive,Master,Single,6792,31,1,4,3,No,Non-Travel,26,No
EMP00616,57,Female,Research & Development,HR Executive,Bachelor,Single,5239,21,3,3,1,Yes,Travel_Frequently,17,Yes
EMP00617,41,Female,Sales,Developer,Bachelor,Single,8992,29,4,4,3,Yes,Travel_Frequently,12,No
EMP00618,18,Male,Research & Development,Sales Executive,Bachelor,Divorced,13923,34,4,1,2,No,Travel_Frequently,21,No
EMP00619,50,Male,Sales,Manager,Bachelor,Married,8156,3,4,2,3,Yes,Non-Travel,11,Yes
EMP00620,52,Male,Sales,Sales Executive,PhD,Married,4530,12,2,3,4,No,Travel_Rarely,28,No
EMP00621,46,Female,Human Resources,Manager,PhD,Single,8745,34,2,1,4,Yes,Travel_Rarely,2,No
EMP00622,26,Male,Human Resources,HR Executive,Bachelor,Married,18464,26,4,1,4,Yes,Travel_Rarely,23,No
EMP00623,51,Female,Sales,HR Executive,Bachelor,Divorced,6343,20,3,2,3,No,Non-Travel,12,No
EMP00624,37,Female,Sales,Manager,High School,Married,18117,11,4,3,3,No,Non-Travel,15,No
EMP00625,45,Female,Sales,Manager,High School,Married,6807,39,3,2,2,No,Travel_Frequently,25,No
EMP00626,32,Male,Sales,Laboratory Technician,Bachelor,Divorced,10234,14,1,1,4,No,Travel_Rarely,28,No
EMP00627,48,Female,Sales,Developer,High School,Single,15094,5,1,3,3,No,Travel_Rarely,17,No
EMP00628,26,Male,Human Resources,HR Executive,Bachelor,Married,16936,1,2,4,1,No,Non-Travel,7,No
EMP00629,57,Female,Research & Development,Research Scientist,PhD,Divorced,6775,18,4,3,2,No,Non-Travel,9,No
EMP00630,36,Female,Sales,Sales Executive,Bachelor,Divorced,7109,36,3,1,1,No,Non-Travel,16,No
EMP00631,37,Male,Sales,Research Scientist,Bachelor,Divorced,6532,24,1,1,4,Yes,Travel_Rarely,4,No
EMP00632,43,Male,Research & Development,Developer,High School,Married,13374,20,1,3,2,No,Travel_Frequently,27,No
EMP00633,60,Male,Human Resources,Sales Executive,Bachelor,Divorced,7331,38,1,4,1,No,Non-Travel,8,Yes
EMP00634,51,Male,Sales,Laboratory Technician,PhD,Single,9011,35,4,1,2,Yes,Non-Travel,13,No
EMP00635,32,Male,Human Resources,Laboratory Technician,Bachelor,Married,17780,37,1,4,3,Yes,Travel_Rarely,22,No
EMP00636,50,Male,Research & Development,Laboratory Technician,High School,Single,6795,25,3,1,4,Yes,Travel_Frequently,26,No
EMP00637,45,Male,Sales,Sales Executive,Bachelor,Married,5189,25,2,1,1,No,Travel_Frequently,8,No
EMP00638,44,Male,Human Resources,Manager,High School,Divorced,15661,8,4,2,4,Yes,Non-Travel,23,No
EMP00639,23,Female,Research & Development,Manager,High School,Divorced,5025,28,2,3,4,Yes,Non-Travel,16,No
EMP00640,39,Male,Research & Development,Laboratory Technician,Master,Married,14842,30,1,4,4,Yes,Non-Travel,29,No
EMP00641,41,Female,Sales,Research Scientist,Master,Married,19883,27,3,2,2,No,Non-Travel,3,No
EMP00642,23,Male,Sales,Developer,Master,Divorced,12616,22,2,3,2,Yes,Travel_Rarely,18,No
EMP00643,60,Male,Human Resources,HR Executive,High School,Divorced,16593,38,3,2,2,Yes,Travel_Rarely,6,Yes
EMP00644,44,Male,Research & Development,Laboratory Technician,High School,Divorced,11098,9,1,4,3,Yes,Travel_Rarely,3,Yes
EMP00645,28,Male,Research & Development,Developer,Master,Divorced,3226,10,2,2,1,Yes,Non-Travel,23,No
EMP00646,34,Male,Human Resources,Sales Executive,Bachelor,Married,12283,10,1,4,2,Yes,Travel_Rarely,15,No
EMP00647,50,Male,Sales,Laboratory Technician,High School,Single,19264,31,2,2,2,Yes,Travel_Rarely,4,No
EMP00648,19,Female,Sales,Manager,Master,Single,13799,12,3,3,2,Yes,Travel_Frequently,13,No
EMP00649,19,Male,Human Resources,HR Executive,Master,Divorced,4699,8,3,1,4,No,Travel_Frequently,16,No
EMP00650,55,Female,Research & Development,Research Scientist,Bachelor,Single,17277,32,3,1,3,Yes,Travel_Rarely,18,No
EMP00651,51,Female,Research & Development,Developer,Master,Divorced,16610,40,1,2,4,Yes,Non-Travel,10,No
EMP00652,19,Male,Research & Development,Research Scientist,High School,Divorced,8389,7,4,4,3,No,Travel_Frequently,6,No
EMP00653,50,Male,Research & Development,Laboratory Technician,Bachelor,Married,11038,39,1,2,1,No,Travel_Rarely,10,No
EMP00654,21,Male,Research & Development,Manager,PhD,Single,3073,13,3,4,2,No,Travel_Rarely,17,No
EMP00655,60,Female,Human Resources,Sales Executive,High School,Single,2156,23,3,4,1,No,Non-Travel,27,No
EMP00656,30,Female,Human Resources,Sales Executive,High School,Single,10005,35,3,2,2,Yes,Travel_Rarely,26,No
EMP00657,23,Male,Research & Development,Sales Executive,High School,Divorced,3467,36,1,4,2,No,Travel_Rarely,29,No
EMP00658,38,Male,Human Resources,HR Executive,PhD,Divorced,10508,22,3,3,4,Yes,Travel_Rarely,21,No
EMP00659,55,Male,Research & Development,HR Executive,Master,Divorced,13677,11,1,1,4,Yes,Travel_Rarely,19,No
EMP00660,52,Female,Research & Development,Manager,Master,Single,5687,20,1,2,2,No,Travel_Frequently,12,No
EMP00661,36,Female,Research & Development,Sales Executive,Bachelor,Single,18462,34,1,3,4,Yes,Travel_Frequently,22,No
EMP00662,23,Male,Sales,Developer,High School,Divorced,3399,7,4,2,3,Yes,Non-Travel,27,No
EMP00663,25,Female,Sales,Research Scientist,High School,Divorced,5094,5,4,2,3,No,Travel_Frequently,16,No
EMP00664,31,Female,Human Resources,Developer,Bachelor,Single,13009,25,2,4,3,Yes,Travel_Rarely,7,No
EMP00665,51,Male,Sales,HR Executive,High School,Married,18692,29,4,1,1,Yes,Non-Travel,22,Yes
EMP00666,44,Female,Research & Development,Manager,Bachelor,Married,11650,7,4,2,3,No,Travel_Rarely,18,No
EMP00667,36,Female,Human Resources,Sales Executive,Master,Divorced,6730,10,4,4,4,No,Travel_Rarely,12,No
EMP00668,50,Female,Sales,Manager,Bachelor,Single,3845,26,2,3,3,No,Non-Travel,22,No
EMP00669,59,Female,Sales,Research Scientist,Master,Divorced,2238,31,3,3,1,No,Non-Travel,25,No
EMP00670,43,Male,Sales,Developer,High School,Divorced,9525,16,1,1,3,No,Travel_Rarely,21,No
EMP00671,22,Male,Human Resources,Developer,Bachelor,Single,10179,39,2,1,1,Yes,Travel_Frequently,24,No
EMP00672,29,Male,Sales,Manager,Bachelor,Single,7224,13,2,1,4,Yes,Travel_Frequently,26,No
EMP00673,18,Female,Research & Development,Developer,High School,Single,5242,6,2,2,4,No,Travel_Rarely,23,No
EMP00674,20,Female,Human Resources,Manager,Bachelor,Divorced,2785,7,2,3,1,Yes,Travel_Rarely,21,No
EMP00675,54,Female,Human Resources,Research Scientist,PhD,Divorced,18897,28,4,4,1,No,Non-Travel,18,Yes
EMP00676,43,Male,Sales,Manager,Bachelor,Divorced,16956,26,2,2,1,No,Travel_Frequently,7,No
EMP00677,56,Female,Human Resources,Sales Executive,Master,Single,2995,24,2,4,3,Yes,Travel_Frequently,5,No
EMP00678,56,Male,Sales,Sales Executive,Master,Divorced,10347,9,4,3,4,Yes,Non-Travel,10,No
EMP00679,22,Female,Research & Development,Developer,High School,Single,18700,0,1,3,2,Yes,Non-Travel,6,No
EMP00680,40,Male,Research & Development,Laboratory Technician,High School,Single,15718,26,1,1,1,Yes,Non-Travel,30,No
EMP00681,54,Female,Human Resources,Research Scientist,High School,Divorced,5619,7,2,2,4,Yes,Non-Travel,3,No
EMP00682,21,Male,Sales,Sales Executive,High School,Married,5671,23,2,3,3,No,Travel_Frequently,1,No
EMP00683,37,Female,Sales,HR Executive,PhD,Single,15784,16,2,1,4,No,Travel_Frequently,19,No
EMP00684,42,Male,Human Resources,Developer,Bachelor,Single,9568,25,1,2,2,No,Travel_Rarely,12,No
EMP00685,24,Female,Human Resources,Sales Executive,PhD,Single,3141,1,2,3,3,Yes,Non-Travel,1,No
EMP00686,44,Male,Human Resources,Manager,Bachelor,Married,8110,0,3,4,4,Yes,Travel_Rarely,20,No
EMP00687,35,Male,Research & Development,Manager,PhD,Divorced,16694,14,4,2,1,Yes,Travel_Frequently,29,Yes
EMP00688,20,Female,Human Resources,Manager,Master,Married,19772,13,2,3,4,No,Travel_Frequently,5,No
EMP00689,49,Female,Research & Development,HR Executive,Master,Divorced,3192,12,2,2,4,No,Travel_Frequently,2,No
EMP00690,42,Male,Research & Development,Manager,High School,Divorced,10433,11,2,2,2,Yes,Travel_Frequently,11,No
EMP00691,55,Male,Research & Development,Laboratory Technician,Master,Single,13526,34,4,4,3,Yes,Non-Travel,29,No
EMP00692,38,Female,Research & Development,Laboratory Technician,High School,Married,9365,11,1,4,1,No,Travel_Rarely,21,No
EMP00693,24,Female,Human Resources,HR Executive,Bachelor,Divorced,3395,35,4,2,3,No,Travel_Rarely,12,No
EMP00694,38,Female,Human Resources,Manager,High School,Single,4880,8,3,3,1,Yes,Non-Travel,22,No
EMP00695,29,Male,Research & Development,Research Scientist,PhD,Divorced,6273,3,1,3,2,Yes,Non-Travel,24,No
EMP00696,46,Male,Human Resources,Manager,Bachelor,Married,17280,1,2,1,3,No,Travel_Frequently,1,No
EMP00697,57,Male,Research & Development,Sales Executive,High School,Divorced,10261,31,2,4,3,Yes,Travel_Rarely,4,Yes
EMP00698,21,Male,Human Resources,Sales Executive,Master,Single,6971,21,1,3,4,No,Travel_Rarely,4,Yes
EMP00699,46,Female,Research & Development,Manager,PhD,Married,16787,35,4,2,3,Yes,Travel_Rarely,25,Yes
EMP00700,60,Male,Sales,Sales Executive,Bachelor,Divorced,11027,24,2,3,4,Yes,Non-Travel,24,No
EMP00701,26,Female,Research & Development,Developer,PhD,Divorced,19319,8,2,3,1,No,Non-Travel,25,No
EMP00702,46,Male,Sales,Research Scientist,High School,Single,10881,25,2,2,4,Yes,Non-Travel,16,No
EMP00703,22,Female,Human Resources,HR Executive,Master,Divorced,9570,31,2,4,1,Yes,Non-Travel,27,No
EMP00704,44,Female,Sales,HR Executive,Bachelor,Divorced,3899,20,3,1,3,Yes,Travel_Frequently,20,No
EMP00705,18,Female,Sales,HR Executive,PhD,Married,10845,24,3,4,4,No,Travel_Frequently,21,No
EMP00706,32,Male,Human Resources,Research Scientist,PhD,Single,10751,9,4,1,3,No,Non-Travel,19,No
EMP00707,33,Female,Human Resources,Research Scientist,Bachelor,Single,17894,20,2,3,3,No,Travel_Frequently,11,Yes
EMP00708,23,Female,Human Resources,Developer,PhD,Divorced,12173,17,4,3,1,Yes,Non-Travel,16,No
EMP00709,46,Female,Human Resources,Laboratory Technician,Master,Single,9536,31,4,2,3,Yes,Non-Travel,10,No
EMP00710,36,Female,Research & Development,Sales Executive,High School,Married,7163,25,4,2,3,No,Non-Travel,13,No
EMP00711,36,Male,Human Resources,Sales Executive,High School,Single,16285,32,3,4,2,Yes,Non-Travel,14,No
EMP00712,22,Female,Human Resources,Developer,Bachelor,Married,6965,23,1,3,2,Yes,Non-Travel,5,No
EMP00713,24,Female,Research & Development,Manager,High School,Married,5071,4,3,3,3,Yes,Non-Travel,26,No
EMP00714,30,Female,Human Resources,Laboratory Technician,PhD,Married,6930,23,4,2,1,No,Travel_Rarely,9,No
EMP00715,27,Female,Sales,Sales Executive,Master,Divorced,12160,23,3,1,2,No,Non-Travel,10,No
EMP00716,41,Male,Human Resources,Developer,Master,Married,4992,18,2,4,2,No,Travel_Rarely,16,Yes
EMP00717,48,Female,Human Resources,Research Scientist,PhD,Divorced,14366,30,1,1,4,No,Travel_Rarely,28,No
EMP00718,52,Female,Human Resources,Sales Executive,Bachelor,Married,15250,38,1,4,4,No,Travel_Frequently,4,No
EMP00719,31,Female,Research & Development,HR Executive,Master,Married,16992,34,4,4,2,Yes,Travel_Frequently,30,No
EMP00720,42,Female,Research & Development,HR Executive,Bachelor,Married,18173,15,1,3,2,Yes,Non-Travel,10,No
EMP00721,32,Female,Research & Development,Laboratory Technician,PhD,Married,10021,33,3,4,3,Yes,Travel_Rarely,30,Yes
EMP00722,60,Male,Sales,Sales Executive,Master,Single,14514,9,4,2,3,No,Non-Travel,28,No
EMP00723,18,Female,Human Resources,HR Executive,Master,Single,3574,40,1,3,3,No,Travel_Frequently,24,No
EMP00724,42,Male,Sales,HR Executive,High School,Divorced,15585,12,4,1,4,No,Travel_Frequently,19,No
EMP00725,44,Male,Sales,HR Executive,Bachelor,Married,6319,22,4,2,3,No,Non-Travel,9,No
EMP00726,38,Male,Research & Development,Manager,High School,Married,4464,2,3,3,2,Yes,Travel_Rarely,2,No
EMP00727,24,Male,Sales,Manager,Master,Single,10984,37,2,1,2,No,Travel_Rarely,14,No
EMP00728,20,Female,Human Resources,Manager,PhD,Married,11863,5,4,3,3,Yes,Travel_Rarely,14,No
EMP00729,30,Female,Sales,Manager,High School,Divorced,9980,13,1,4,2,No,Non-Travel,21,Yes
EMP00730,37,Female,Research & Development,Laboratory Technician,PhD,Divorced,8593,30,4,4,1,Yes,Travel_Rarely,17,No
EMP00731,55,Male,Sales,Developer,PhD,Divorced,18347,19,3,4,3,Yes,Travel_Rarely,20,No
EMP00732,41,Male,Human Resources,Sales Executive,High School,Divorced,5246,15,4,4,4,Yes,Non-Travel,28,No
EMP00733,55,Male,Research & Development,Developer,High School,Divorced,10286,13,4,1,1,No,Non-Travel,26,No
EMP00734,23,Male,Human Resources,HR Executive,High School,Divorced,9021,28,1,1,3,Yes,Non-Travel,22,No
EMP00735,24,Male,Sales,HR Executive,Master,Married,13152,14,4,1,3,No,Travel_Rarely,3,No
EMP00736,43,Male,Research & Development,Research Scientist,High School,Divorced,18863,0,3,1,1,Yes,Non-Travel,21,Yes
EMP00737,53,Male,Research & Development,Laboratory Technician,High School,Divorced,18034,9,2,4,1,No,Travel_Rarely,4,No
EMP00738,26,Male,Research & Development,Research Scientist,Master,Divorced,9523,16,1,4,1,Yes,Travel_Frequently,12,No
EMP00739,27,Female,Human Resources,Manager,High School,Divorced,11702,18,1,2,1,No,Travel_Rarely,12,No
EMP00740,53,Female,Sales,Laboratory Technician,High School,Divorced,16682,7,1,4,2,No,Non-Travel,26,No
EMP00741,52,Male,Research & Development,Laboratory Technician,PhD,Single,16034,25,1,2,4,Yes,Travel_Frequently,18,Yes
EMP00742,19,Female,Human Resources,Sales Executive,Bachelor,Divorced,11111,38,2,1,3,No,Non-Travel,28,No
EMP00743,57,Female,Research & Development,Laboratory Technician,PhD,Single,11957,19,4,3,2,Yes,Travel_Frequently,18,No
EMP00744,45,Male,Sales,Developer,Master,Single,14695,14,1,4,1,Yes,Travel_Rarely,17,Yes
EMP00745,54,Male,Human Resources,Sales Executive,Master,Single,16969,38,1,2,2,Yes,Travel_Frequently,22,No
EMP00746,52,Female,Human Resources,Developer,High School,Divorced,14205,30,4,2,3,No,Non-Travel,6,No
EMP00747,52,Male,Research & Development,Developer,High School,Single,16303,9,1,2,2,No,Non-Travel,25,No
EMP00748,57,Female,Research & Development,HR Executive,Bachelor,Married,14761,39,1,4,4,No,Non-Travel,30,No
EMP00749,47,Female,Research & Development,Laboratory Technician,PhD,Single,15855,39,1,4,3,Yes,Non-Travel,26,No
EMP00750,38,Female,Human Resources,HR Executive,Bachelor,Married,3421,9,2,4,2,No,Travel_Rarely,29,Yes
EMP00751,35,Female,Sales,HR Executive,Master,Single,2440,39,3,1,3,Yes,Travel_Rarely,24,Yes
EMP00752,29,Female,Research & Development,Research Scientist,Bachelor,Married,2829,21,3,4,1,No,Travel_Frequently,30,No
EMP00753,44,Female,Research & Development,Research Scientist,Bachelor,Divorced,3660,38,2,2,3,Yes,Travel_Frequently,29,No
