Loan_ID,Customer_ID,Age,Annual_Income,Credit_Score,Loan_Amount,Term_Months,Interest_Rate_Pct,Loan_Purpose,Employment_Status,Home_Ownership,Debt_to_Income_Ratio,Loan_Status
LN100734,CUST200734,43,127594.91,557,30244.42,36,24.79,Home Improvement,Employed,Rent,0.23,Charged Off
LN100735,CUST200735,35,84503.15,535,18917.05,60,23.65,Debt Consolidation,Employed,Rent,0.08,Charged Off
LN100736,CUST200736,57,67101.46,827,22393.45,60,11.29,Home Improvement,Employed,Mortgage,0.24,Current
LN100737,CUST200737,41,72814.05,692,6606.21,36,17.77,Credit Card Reinvestment,Employed,Mortgage,0.1,Fully Paid
LN100738,CUST200738,34,75177.64,832,20476.6,36,9.54,Home Improvement,Employed,Mortgage,0.02,Current
LN100739,CUST200739,22,75918.59,549,9874.74,36,26.72,Home Improvement,Employed,Rent,0.17,Fully Paid
LN100740,CUST200740,31,59000.04,531,23724.14,36,22.13,Home Improvement,Self-Employed,Own,0.08,Current
LN100741,CUST200741,59,55141.82,597,6053.18,36,21.95,Home Improvement,Employed,Rent,0.19,Fully Paid
LN100742,CUST200742,58,61203.67,542,15878.46,60,23.41,Education,Employed,Rent,0.08,Current
LN100743,CUST200743,54,36507.71,833,5736.94,60,13.45,Home Improvement,Employed,Own,0.21,Fully Paid
LN100744,CUST200744,58,82956.86,809,16006.48,60,12.91,Debt Consolidation,Unemployed,Mortgage,0.14,Current
LN100745,CUST200745,54,44957.37,546,31179.9,36,22.2,Major Purchase,Employed,Rent,0.25,Current
LN100746,CUST200746,38,38501.25,769,20770.14,36,11.45,Debt Consolidation,Unemployed,Mortgage,0.24,Fully Paid
LN100747,CUST200747,50,64641.14,810,14738.97,36,9.93,Major Purchase,Employed,Mortgage,0.06,Fully Paid
LN100748,CUST200748,35,61746.93,562,1000.0,36,22.16,Debt Consolidation,Employed,Rent,0.06,Fully Paid
LN100749,CUST200749,47,71240.86,518,10714.5,36,26.34,Debt Consolidation,Employed,Mortgage,0.02,Charged Off
LN100750,CUST200750,54,50794.87,846,18797.23,36,8.65,Debt Consolidation,Employed,Rent,0.26,Fully Paid
LN100751,CUST200751,58,55186.44,600,10913.14,60,23.77,Debt Consolidation,Employed,Rent,0.09,Charged Off
LN100752,CUST200752,53,82302.99,536,26417.2,60,25.19,Credit Card Reinvestment,Self-Employed,Rent,0.05,Fully Paid
LN100753,CUST200753,44,80780.43,606,15572.31,36,18.74,Debt Consolidation,Employed,Mortgage,0.22,Charged Off
LN100754,CUST200754,35,79738.13,591,23628.76,60,19.73,Small Business,Employed,Rent,0.16,Current
LN100755,CUST200755,50,65849.19,807,16639.21,36,11.24,Home Improvement,Employed,Mortgage,0.04,Fully Paid
LN100756,CUST200756,62,69223.07,684,12792.14,36,18.09,Debt Consolidation,Self-Employed,Mortgage,0.07,Fully Paid
LN100757,CUST200757,37,70760.97,715,11229.39,60,16.32,Credit Card Reinvestment,Employed,Rent,0.45,Charged Off
LN100758,CUST200758,25,48598.96,527,6902.77,60,23.78,Credit Card Reinvestment,Employed,Mortgage,0.35,Fully Paid
LN100759,CUST200759,49,101851.17,535,23772.91,36,22.84,Major Purchase,Employed,Mortgage,0.3,Charged Off
LN100760,CUST200760,24,98289.7,819,11575.9,36,12.51,Credit Card Reinvestment,Unemployed,Mortgage,0.16,Fully Paid
LN100761,CUST200761,30,84856.14,517,19178.37,60,25.58,Debt Consolidation,Employed,Rent,0.2,Charged Off
LN100762,CUST200762,37,54353.46,844,10794.04,36,11.05,Credit Card Reinvestment,Employed,Rent,0.2,Fully Paid
LN100763,CUST200763,30,78478.6,695,6335.77,36,16.21,Debt Consolidation,Employed,Mortgage,0.23,Current
LN100764,CUST200764,37,89459.25,577,19441.13,36,23.41,Home Improvement,Employed,Rent,0.11,Current
LN100765,CUST200765,40,34420.08,666,9026.37,60,18.03,Small Business,Employed,Rent,0.28,Current
LN100766,CUST200766,44,107362.79,589,11796.1,36,22.27,Debt Consolidation,Employed,Mortgage,0.2,Fully Paid
LN100767,CUST200767,25,21515.31,763,5010.49,60,14.33,Credit Card Reinvestment,Employed,Rent,0.02,Fully Paid
LN100768,CUST200768,54,82615.15,707,11055.01,36,18.35,Debt Consolidation,Employed,Own,0.19,Charged Off
LN100769,CUST200769,26,101332.06,711,15192.86,36,18.41,Debt Consolidation,Employed,Mortgage,0.28,Current
LN100770,CUST200770,22,62173.41,770,12700.07,60,16.0,Home Improvement,Employed,Mortgage,0.14,Fully Paid
LN100771,CUST200771,33,61238.39,762,21545.81,36,13.69,Home Improvement,Employed,Mortgage,0.06,Current
LN100772,CUST200772,63,81691.52,772,16164.17,36,13.28,Home Improvement,Employed,Mortgage,0.01,Charged Off
LN100773,CUST200773,63,111297.05,841,39698.51,36,12.67,Debt Consolidation,Employed,Mortgage,0.36,Current
LN100774,CUST200774,31,57973.31,713,18394.0,60,16.38,Major Purchase,Employed,Mortgage,0.11,Fully Paid
LN100775,CUST200775,43,45476.12,563,1116.1,36,22.43,Debt Consolidation,Employed,Rent,0.17,Charged Off
LN100776,CUST200776,36,54405.61,511,13296.94,36,23.52,Debt Consolidation,Employed,Own,0.35,Charged Off
LN100777,CUST200777,51,26187.15,709,13990.01,36,18.75,Major Purchase,Employed,Mortgage,0.22,Fully Paid
LN100778,CUST200778,31,87443.95,811,10090.95,36,14.12,Small Business,Employed,Own,0.14,Fully Paid
LN100779,CUST200779,36,52147.92,673,15580.89,36,17.9,Home Improvement,Employed,Mortgage,0.3,Current
LN100780,CUST200780,28,59791.52,755,9852.82,60,13.83,Small Business,Self-Employed,Rent,0.07,Current
LN100781,CUST200781,24,87740.53,600,17662.56,36,19.97,Debt Consolidation,Employed,Rent,0.09,Fully Paid
LN100782,CUST200782,60,55577.24,515,1000.0,36,24.6,Debt Consolidation,Employed,Rent,0.05,Charged Off
LN100783,CUST200783,24,83977.26,696,24153.27,36,17.74,Major Purchase,Self-Employed,Rent,0.13,Fully Paid
LN100784,CUST200784,45,39047.79,757,2373.68,60,13.43,Small Business,Employed,Rent,0.07,Current
LN100785,CUST200785,23,88967.99,743,12891.56,36,13.41,Debt Consolidation,Employed,Mortgage,0.43,Fully Paid
LN100786,CUST200786,52,73547.63,847,9138.35,36,11.24,Debt Consolidation,Employed,Mortgage,0.04,Fully Paid
LN100787,CUST200787,23,62785.52,748,17447.36,60,16.38,Debt Consolidation,Employed,Rent,0.05,Fully Paid
LN100788,CUST200788,47,68272.34,604,13534.07,36,20.95,Debt Consolidation,Unemployed,Mortgage,0.08,Charged Off
LN100789,CUST200789,49,32830.97,681,17013.21,36,17.39,Major Purchase,Self-Employed,Rent,0.37,Fully Paid
LN100790,CUST200790,52,67700.02,654,23889.54,36,17.14,Home Improvement,Employed,Mortgage,0.06,Fully Paid
LN100791,CUST200791,39,61458.26,786,21148.92,60,12.61,Home Improvement,Self-Employed,Own,0.13,Current
LN100792,CUST200792,41,33514.18,668,15290.46,36,19.6,Home Improvement,Employed,Mortgage,0.07,Fully Paid
LN100793,CUST200793,25,48223.11,546,18676.06,60,21.28,Small Business,Employed,Rent,0.08,Charged Off
LN100794,CUST200794,38,61768.87,542,30680.06,36,25.98,Debt Consolidation,Employed,Mortgage,0.24,Current
LN100795,CUST200795,48,49817.7,820,21433.91,36,12.33,Credit Card Reinvestment,Employed,Mortgage,0.13,Fully Paid
LN100796,CUST200796,62,18000.0,805,12651.7,36,10.42,Small Business,Employed,Mortgage,0.36,Fully Paid
LN100797,CUST200797,42,91909.69,720,25222.91,60,16.95,Debt Consolidation,Employed,Own,0.09,Fully Paid
LN100798,CUST200798,41,61447.75,500,18130.48,36,25.68,Major Purchase,Employed,Rent,0.35,Current
LN100799,CUST200799,26,18000.0,699,7297.8,36,16.38,Credit Card Reinvestment,Employed,Rent,0.05,Fully Paid
LN100800,CUST200800,21,118374.07,643,13554.22,36,20.69,Debt Consolidation,Employed,Rent,0.09,Charged Off
LN100801,CUST200801,25,96034.81,527,3221.94,36,22.99,Debt Consolidation,Self-Employed,Mortgage,0.07,Fully Paid
LN100802,CUST200802,61,56275.45,841,1000.0,36,12.31,Credit Card Reinvestment,Employed,Mortgage,0.15,Current
LN100803,CUST200803,32,43937.56,837,7407.68,36,11.47,Home Improvement,Self-Employed,Rent,0.09,Fully Paid
LN100804,CUST200804,46,75079.78,777,15980.65,36,13.49,Home Improvement,Employed,Rent,0.24,Fully Paid
LN100805,CUST200805,54,70058.17,540,16004.07,36,25.41,Debt Consolidation,Self-Employed,Mortgage,0.27,Charged Off
LN100806,CUST200806,34,78552.25,831,3707.39,60,13.24,Credit Card Reinvestment,Employed,Own,0.23,Fully Paid
LN100807,CUST200807,46,44009.49,646,1000.0,60,17.5,Debt Consolidation,Self-Employed,Rent,0.07,Charged Off
LN100808,CUST200808,47,92444.3,844,26766.1,36,11.81,Debt Consolidation,Employed,Rent,0.15,Fully Paid
LN100809,CUST200809,29,53163.45,677,15762.34,36,20.76,Debt Consolidation,Employed,Mortgage,0.19,Current
LN100810,CUST200810,46,82019.14,814,27445.7,36,14.49,Credit Card Reinvestment,Employed,Rent,0.18,Fully Paid
LN100811,CUST200811,42,45076.52,824,26988.73,36,10.68,Debt Consolidation,Unemployed,Mortgage,0.05,Fully Paid
LN100812,CUST200812,50,131203.6,666,20877.68,36,20.75,Debt Consolidation,Self-Employed,Mortgage,0.02,Fully Paid
LN100813,CUST200813,63,82388.08,622,15473.15,36,21.52,Debt Consolidation,Employed,Mortgage,0.11,Fully Paid
LN100814,CUST200814,37,137105.81,573,11818.79,60,20.51,Debt Consolidation,Employed,Own,0.02,Current
LN100815,CUST200815,46,85690.05,738,20748.77,36,15.79,Debt Consolidation,Employed,Rent,0.32,Fully Paid
LN100816,CUST200816,56,50963.39,748,13721.14,36,15.8,Credit Card Reinvestment,Unemployed,Mortgage,0.14,Fully Paid
LN100817,CUST200817,21,85734.52,762,10283.05,36,12.9,Credit Card Reinvestment,Employed,Own,0.23,Fully Paid
LN100818,CUST200818,28,87514.45,751,1000.0,36,16.02,Credit Card Reinvestment,Self-Employed,Rent,0.18,Fully Paid
LN100819,CUST200819,55,74333.1,610,14335.16,60,24.24,Home Improvement,Employed,Rent,0.1,Fully Paid
LN100820,CUST200820,35,80759.81,679,23773.37,36,19.89,Debt Consolidation,Unemployed,Mortgage,0.04,Fully Paid
LN100821,CUST200821,42,84043.18,687,25074.53,60,17.76,Education,Employed,Mortgage,0.13,Fully Paid
LN100822,CUST200822,34,40157.97,807,15426.23,36,12.3,Debt Consolidation,Employed,Rent,0.15,Fully Paid
LN100823,CUST200823,46,38378.54,706,7890.32,36,17.25,Credit Card Reinvestment,Employed,Rent,0.13,Current
LN100824,CUST200824,48,45144.58,733,22221.95,60,14.22,Small Business,Employed,Mortgage,0.29,Fully Paid
LN100825,CUST200825,43,68188.56,523,14877.08,36,23.36,Credit Card Reinvestment,Employed,Rent,0.26,Charged Off
LN100826,CUST200826,34,59420.72,525,12074.6,36,21.06,Debt Consolidation,Self-Employed,Mortgage,0.24,Fully Paid
LN100827,CUST200827,44,40610.74,717,3352.68,60,16.97,Debt Consolidation,Employed,Mortgage,0.2,Fully Paid
LN100828,CUST200828,22,84382.86,845,31830.09,36,10.69,Debt Consolidation,Employed,Mortgage,0.11,Fully Paid
LN100829,CUST200829,46,72076.12,509,20907.19,36,25.57,Credit Card Reinvestment,Self-Employed,Mortgage,0.23,Fully Paid
LN100830,CUST200830,34,69223.22,516,21769.99,36,24.54,Credit Card Reinvestment,Employed,Mortgage,0.35,Charged Off
LN100831,CUST200831,27,58550.27,744,8097.53,36,13.72,Credit Card Reinvestment,Self-Employed,Mortgage,0.13,Fully Paid
LN100832,CUST200832,23,55544.3,705,15638.0,36,17.1,Debt Consolidation,Self-Employed,Rent,0.24,Fully Paid
LN100833,CUST200833,43,43966.72,757,14348.05,60,13.65,Major Purchase,Self-Employed,Mortgage,0.22,Charged Off
LN100834,CUST200834,63,88343.51,611,21256.76,36,23.04,Credit Card Reinvestment,Employed,Mortgage,0.16,Fully Paid
LN100835,CUST200835,38,47412.68,704,25877.75,36,15.57,Debt Consolidation,Employed,Mortgage,0.12,Fully Paid
LN100836,CUST200836,58,70234.76,526,3526.28,36,23.25,Debt Consolidation,Employed,Mortgage,0.24,Charged Off
LN100837,CUST200837,55,106550.26,570,6402.58,36,20.68,Credit Card Reinvestment,Employed,Mortgage,0.1,Charged Off
LN100838,CUST200838,35,56693.56,675,20165.9,36,16.35,Home Improvement,Employed,Rent,0.11,Current
LN100839,CUST200839,45,89017.55,701,10935.77,36,17.01,Debt Consolidation,Self-Employed,Own,0.09,Fully Paid
LN100840,CUST200840,57,79217.73,747,21518.99,60,13.25,Debt Consolidation,Employed,Rent,0.26,Fully Paid
LN100841,CUST200841,48,72786.69,617,12015.53,36,20.04,Major Purchase,Employed,Own,0.13,Fully Paid
LN100842,CUST200842,30,75758.71,508,5009.8,36,25.33,Debt Consolidation,Employed,Rent,0.26,Charged Off
LN100843,CUST200843,59,62627.34,585,1000.0,36,20.96,Debt Consolidation,Employed,Rent,0.08,Fully Paid
LN100844,CUST200844,37,65869.4,522,18873.02,36,20.82,Major Purchase,Employed,Mortgage,0.2,Charged Off
LN100845,CUST200845,59,51297.15,739,19069.2,60,17.44,Credit Card Reinvestment,Employed,Mortgage,0.25,Current
LN100846,CUST200846,42,66036.43,572,22761.73,36,22.52,Credit Card Reinvestment,Employed,Mortgage,0.23,Charged Off
LN100847,CUST200847,46,50369.35,526,17622.99,36,24.38,Home Improvement,Employed,Rent,0.11,Charged Off
LN100848,CUST200848,64,90141.38,848,1000.0,36,10.73,Home Improvement,Employed,Mortgage,0.3,Fully Paid
LN100849,CUST200849,45,22512.56,580,19027.47,36,23.02,Credit Card Reinvestment,Employed,Mortgage,0.13,Charged Off
LN100850,CUST200850,37,77026.33,583,3340.34,60,23.09,Education,Self-Employed,Mortgage,0.12,Fully Paid
LN100851,CUST200851,33,73414.67,698,1000.0,36,18.64,Debt Consolidation,Self-Employed,Own,0.35,Current
LN100852,CUST200852,40,71150.4,542,1000.0,36,23.72,Debt Consolidation,Employed,Mortgage,0.17,Charged Off
LN100853,CUST200853,45,90612.47,762,1000.0,36,12.46,Debt Consolidation,Employed,Rent,0.09,Fully Paid
LN100854,CUST200854,24,57846.91,591,17231.82,36,21.97,Credit Card Reinvestment,Self-Employed,Mortgage,0.06,Fully Paid
LN100855,CUST200855,30,71385.85,838,9150.53,36,11.88,Home Improvement,Employed,Mortgage,0.15,Fully Paid
LN100856,CUST200856,23,22086.45,583,2847.16,60,20.86,Debt Consolidation,Employed,Mortgage,0.06,Current
LN100857,CUST200857,61,54617.08,799,15184.66,36,11.84,Debt Consolidation,Employed,Rent,0.26,Fully Paid
LN100858,CUST200858,38,86393.41,795,6152.53,60,14.01,Debt Consolidation,Employed,Mortgage,0.18,Current
LN100859,CUST200859,56,31520.96,634,22848.57,36,19.53,Debt Consolidation,Unemployed,Mortgage,0.12,Current
LN100860,CUST200860,42,68993.58,780,26601.75,60,13.21,Education,Employed,Rent,0.07,Current
LN100861,CUST200861,54,48062.07,558,13259.18,36,25.19,Credit Card Reinvestment,Employed,Rent,0.06,Fully Paid
LN100862,CUST200862,28,62225.33,841,26018.2,36,12.37,Debt Consolidation,Employed,Mortgage,0.21,Current
LN100863,CUST200863,60,49558.06,740,26004.73,60,16.05,Debt Consolidation,Unemployed,Mortgage,0.05,Charged Off
LN100864,CUST200864,64,33820.11,841,15676.86,36,13.19,Debt Consolidation,Self-Employed,Mortgage,0.18,Fully Paid
LN100865,CUST200865,39,74650.08,597,28867.63,36,21.62,Credit Card Reinvestment,Employed,Mortgage,0.15,Fully Paid
LN100866,CUST200866,62,63760.08,561,10026.7,60,21.5,Home Improvement,Self-Employed,Mortgage,0.06,Fully Paid
LN100867,CUST200867,61,80315.73,763,1000.0,36,13.9,Education,Employed,Mortgage,0.44,Fully Paid
LN100868,CUST200868,57,84860.95,612,2564.98,36,21.62,Credit Card Reinvestment,Employed,Rent,0.1,Fully Paid
LN100869,CUST200869,26,95631.47,645,9658.52,60,20.14,Home Improvement,Employed,Rent,0.09,Current
LN100870,CUST200870,46,68337.17,715,19274.42,60,17.07,Major Purchase,Employed,Mortgage,0.28,Current
LN100871,CUST200871,54,96715.53,755,5761.42,60,13.09,Credit Card Reinvestment,Employed,Mortgage,0.15,Charged Off
LN100872,CUST200872,26,40605.64,815,9593.59,36,13.62,Debt Consolidation,Self-Employed,Mortgage,0.1,Fully Paid
LN100873,CUST200873,57,87724.0,815,5004.19,36,12.3,Home Improvement,Employed,Mortgage,0.22,Fully Paid
LN100874,CUST200874,53,76484.76,757,9776.78,60,15.62,Home Improvement,Employed,Mortgage,0.22,Fully Paid
LN100875,CUST200875,42,70827.32,693,25741.68,36,16.03,Home Improvement,Employed,Rent,0.28,Charged Off
LN100876,CUST200876,41,76118.31,846,17860.61,60,14.11,Debt Consolidation,Employed,Mortgage,0.03,Current
LN100877,CUST200877,26,40981.53,513,10384.09,36,24.85,Debt Consolidation,Employed,Mortgage,0.14,Current
LN100878,CUST200878,26,35081.33,803,24763.77,36,12.25,Debt Consolidation,Employed,Mortgage,0.07,Current
LN100879,CUST200879,24,107745.7,602,15205.32,36,21.89,Debt Consolidation,Employed,Mortgage,0.16,Fully Paid
LN100880,CUST200880,50,60781.95,744,16069.24,60,16.53,Small Business,Employed,Mortgage,0.03,Fully Paid
LN100881,CUST200881,31,60425.16,744,24142.2,36,16.19,Credit Card Reinvestment,Employed,Rent,0.18,Fully Paid
LN100882,CUST200882,50,37442.26,811,12259.03,60,11.07,Credit Card Reinvestment,Employed,Rent,0.2,Fully Paid
LN100883,CUST200883,51,27955.54,767,22329.92,60,16.03,Home Improvement,Employed,Rent,0.13,Current
LN100884,CUST200884,44,62792.03,723,21759.43,60,15.56,Credit Card Reinvestment,Employed,Mortgage,0.14,Current
LN100885,CUST200885,29,56460.3,719,13835.64,60,16.22,Education,Employed,Rent,0.16,Fully Paid
LN100886,CUST200886,23,65043.36,810,3830.45,60,9.29,Debt Consolidation,Employed,Rent,0.06,Current
LN100887,CUST200887,51,67178.85,716,15101.53,60,15.66,Credit Card Reinvestment,Employed,Own,0.09,Fully Paid
LN100888,CUST200888,60,127236.53,503,24098.03,36,24.17,Debt Consolidation,Self-Employed,Mortgage,0.03,Charged Off
LN100889,CUST200889,57,56535.5,535,21558.14,36,24.28,Small Business,Employed,Rent,0.17,Charged Off
LN100890,CUST200890,56,104498.5,677,28682.0,36,17.13,Small Business,Employed,Mortgage,0.22,Fully Paid
LN100891,CUST200891,44,106050.61,756,11076.8,36,12.33,Small Business,Employed,Mortgage,0.09,Current
LN100892,CUST200892,51,83840.61,516,21234.4,36,24.73,Debt Consolidation,Employed,Mortgage,0.16,Charged Off
LN100893,CUST200893,26,59121.84,698,6949.7,36,16.7,Debt Consolidation,Employed,Mortgage,0.09,Fully Paid
LN100894,CUST200894,22,30963.19,817,16612.67,60,11.23,Debt Consolidation,Employed,Rent,0.02,Charged Off
LN100895,CUST200895,40,76948.6,547,23843.3,36,23.25,Home Improvement,Employed,Rent,0.27,Charged Off
LN100896,CUST200896,48,90470.3,561,22251.4,36,19.89,Home Improvement,Employed,Rent,0.11,Current
LN100897,CUST200897,31,108692.19,568,15824.58,60,23.21,Debt Consolidation,Employed,Rent,0.14,Current
LN100898,CUST200898,24,41251.05,646,12855.58,36,18.89,Credit Card Reinvestment,Employed,Mortgage,0.16,Fully Paid
LN100899,CUST200899,35,58911.84,661,7041.35,36,18.16,Debt Consolidation,Employed,Rent,0.03,Fully Paid
LN100900,CUST200900,26,41403.39,726,13193.81,60,17.39,Small Business,Employed,Mortgage,0.27,Fully Paid
LN100901,CUST200901,50,49163.05,846,4518.37,36,10.36,Debt Consolidation,Self-Employed,Mortgage,0.23,Fully Paid
LN100902,CUST200902,58,81609.69,729,12254.45,36,16.23,Debt Consolidation,Employed,Rent,0.09,Fully Paid
LN100903,CUST200903,22,48017.38,677,1000.0,36,17.73,Credit Card Reinvestment,Self-Employed,Rent,0.16,Fully Paid
LN100904,CUST200904,35,44393.22,844,4450.66,36,16.06,Credit Card Reinvestment,Employed,Rent,0.15,Current
LN100905,CUST200905,31,84924.9,555,21822.45,60,23.53,Debt Consolidation,Employed,Rent,0.03,Fully Paid
LN100906,CUST200906,28,76268.47,577,20931.15,36,20.21,Major Purchase,Employed,Mortgage,0.12,Fully Paid
LN100907,CUST200907,46,73750.28,769,12689.22,60,16.87,Home Improvement,Employed,Mortgage,0.03,Fully Paid
LN100908,CUST200908,64,48677.82,705,15518.15,36,18.36,Small Business,Employed,Mortgage,0.14,Fully Paid
LN100909,CUST200909,25,97325.58,780,16591.17,36,13.87,Small Business,Employed,Mortgage,0.03,Current
LN100910,CUST200910,26,65362.25,727,18682.63,60,15.26,Home Improvement,Employed,Rent,0.24,Charged Off
LN100911,CUST200911,46,124504.75,738,17826.53,60,13.49,Small Business,Employed,Mortgage,0.24,Fully Paid
LN100912,CUST200912,24,69029.15,787,4305.79,36,14.17,Major Purchase,Employed,Mortgage,0.13,Current
LN100913,CUST200913,39,18000.0,581,1000.0,36,20.75,Education,Employed,Rent,0.15,Fully Paid
LN100914,CUST200914,40,18000.0,833,6864.89,60,10.36,Small Business,Employed,Own,0.24,Current
LN100915,CUST200915,53,80598.75,749,13765.36,36,16.2,Major Purchase,Employed,Rent,0.16,Fully Paid
LN100916,CUST200916,40,97512.35,692,22681.47,36,19.64,Home Improvement,Employed,Mortgage,0.04,Fully Paid
LN100917,CUST200917,32,45404.3,605,16874.88,60,20.09,Debt Consolidation,Employed,Mortgage,0.19,Current
LN100918,CUST200918,21,117524.47,688,19275.01,36,18.69,Small Business,Employed,Mortgage,0.17,Fully Paid
LN100919,CUST200919,46,106574.97,775,7824.95,36,14.32,Credit Card Reinvestment,Unemployed,Own,0.04,Fully Paid
LN100920,CUST200920,34,70263.67,573,14434.17,36,22.62,Debt Consolidation,Employed,Own,0.24,Charged Off
LN100921,CUST200921,58,78486.35,509,15523.88,60,23.41,Debt Consolidation,Employed,Mortgage,0.13,Charged Off
LN100922,CUST200922,57,87363.26,622,8954.59,36,19.8,Credit Card Reinvestment,Self-Employed,Mortgage,0.08,Fully Paid
LN100923,CUST200923,31,112249.87,715,6443.52,60,14.76,Home Improvement,Employed,Rent,0.03,Fully Paid
LN100924,CUST200924,56,82053.4,789,13186.58,36,11.61,Debt Consolidation,Employed,Mortgage,0.24,Current
LN100925,CUST200925,33,69698.29,539,20289.89,36,24.22,Debt Consolidation,Unemployed,Mortgage,0.28,Fully Paid
LN100926,CUST200926,63,81807.53,692,7760.39,36,16.53,Credit Card Reinvestment,Self-Employed,Mortgage,0.2,Fully Paid
LN100927,CUST200927,23,78434.01,626,13334.46,36,18.59,Debt Consolidation,Employed,Rent,0.19,Fully Paid
LN100928,CUST200928,53,88110.25,788,25839.92,36,11.67,Home Improvement,Employed,Rent,0.16,Fully Paid
LN100929,CUST200929,26,25749.42,570,10845.27,36,19.93,Major Purchase,Employed,Rent,0.24,Charged Off
LN100930,CUST200930,30,72896.34,636,15058.26,60,16.63,Major Purchase,Self-Employed,Rent,0.33,Current
LN100931,CUST200931,25,76511.01,643,14154.34,60,19.45,Debt Consolidation,Self-Employed,Rent,0.03,Fully Paid
LN100932,CUST200932,43,63178.82,798,13497.67,36,9.14,Debt Consolidation,Self-Employed,Rent,0.08,Fully Paid
LN100933,CUST200933,30,84604.16,844,28347.83,60,11.95,Home Improvement,Employed,Rent,0.09,Fully Paid
LN100934,CUST200934,64,113029.19,768,17446.03,36,14.98,Credit Card Reinvestment,Employed,Rent,0.08,Current
LN100935,CUST200935,22,68455.43,638,2438.54,36,19.33,Debt Consolidation,Employed,Mortgage,0.11,Current
LN100936,CUST200936,33,82293.03,551,27227.36,36,23.07,Debt Consolidation,Employed,Mortgage,0.08,Fully Paid
LN100937,CUST200937,60,105156.62,516,17198.51,36,23.93,Small Business,Employed,Mortgage,0.32,Charged Off
LN100938,CUST200938,22,69039.11,664,12011.41,36,18.78,Small Business,Employed,Mortgage,0.16,Current
LN100939,CUST200939,40,42788.42,512,25795.54,36,24.84,Home Improvement,Employed,Rent,0.07,Current
LN100940,CUST200940,21,80394.47,689,8770.48,36,19.39,Debt Consolidation,Self-Employed,Mortgage,0.07,Fully Paid
LN100941,CUST200941,57,18000.0,839,28725.6,36,13.74,Debt Consolidation,Employed,Own,0.1,Fully Paid
LN100942,CUST200942,29,18000.0,763,15746.42,60,16.73,Debt Consolidation,Self-Employed,Rent,0.18,Current
LN100943,CUST200943,37,73325.3,811,23044.47,60,11.36,Debt Consolidation,Employed,Rent,0.13,Fully Paid
LN100944,CUST200944,29,18000.0,720,39540.02,36,17.34,Home Improvement,Self-Employed,Mortgage,0.17,Fully Paid
LN100945,CUST200945,31,32120.81,603,16440.73,60,21.64,Home Improvement,Employed,Rent,0.02,Charged Off
LN100946,CUST200946,35,55497.54,838,14225.34,36,10.51,Debt Consolidation,Employed,Own,0.22,Current
LN100947,CUST200947,44,46964.59,697,6463.76,60,15.79,Small Business,Employed,Mortgage,0.25,Fully Paid
LN100948,CUST200948,58,61304.84,799,14035.44,36,12.47,Credit Card Reinvestment,Self-Employed,Rent,0.3,Fully Paid
LN100949,CUST200949,55,92821.75,668,6710.63,36,16.69,Home Improvement,Employed,Rent,0.29,Fully Paid
LN100950,CUST200950,50,70962.02,648,13504.25,36,17.0,Education,Employed,Mortgage,0.19,Charged Off
LN100951,CUST200951,51,44016.99,748,38157.47,36,15.83,Credit Card Reinvestment,Unemployed,Rent,0.31,Fully Paid
LN100952,CUST200952,25,98861.03,755,15956.78,36,14.85,Small Business,Employed,Mortgage,0.01,Fully Paid
LN100953,CUST200953,64,29278.57,541,10570.5,36,23.4,Debt Consolidation,Self-Employed,Rent,0.07,Charged Off
LN100954,CUST200954,34,70547.09,701,13322.26,36,18.35,Debt Consolidation,Employed,Own,0.28,Fully Paid
LN100955,CUST200955,31,26497.85,743,11705.03,36,14.99,Home Improvement,Employed,Rent,0.15,Fully Paid
LN100956,CUST200956,29,71307.95,656,23387.21,60,20.01,Home Improvement,Employed,Mortgage,0.31,Current
LN100957,CUST200957,54,57034.31,785,14278.2,36,12.49,Debt Consolidation,Employed,Rent,0.11,Charged Off
LN100958,CUST200958,32,92055.95,781,27871.1,60,12.64,Credit Card Reinvestment,Employed,Rent,0.26,Fully Paid
LN100959,CUST200959,55,83017.24,737,12471.21,36,15.54,Debt Consolidation,Employed,Mortgage,0.22,Current
LN100960,CUST200960,55,50321.52,518,12987.37,36,27.46,Credit Card Reinvestment,Employed,Rent,0.13,Charged Off
LN100961,CUST200961,21,45526.51,552,7825.72,36,24.85,Home Improvement,Employed,Rent,0.02,Fully Paid
LN100962,CUST200962,60,57122.58,584,11932.94,60,23.29,Credit Card Reinvestment,Employed,Rent,0.1,Charged Off
LN100963,CUST200963,42,111889.29,772,1131.44,36,12.06,Home Improvement,Employed,Mortgage,0.12,Fully Paid
LN100964,CUST200964,49,105476.71,712,1000.0,36,16.74,Education,Employed,Mortgage,0.28,Current
LN100965,CUST200965,28,40793.3,603,19997.39,36,22.11,Debt Consolidation,Self-Employed,Mortgage,0.14,Charged Off
LN100966,CUST200966,31,85005.63,691,1036.47,36,20.49,Education,Employed,Rent,0.16,Fully Paid
LN100967,CUST200967,61,21714.21,676,18247.72,36,15.43,Debt Consolidation,Employed,Rent,0.2,Fully Paid
LN100968,CUST200968,57,53816.44,646,10996.03,36,20.26,Credit Card Reinvestment,Employed,Rent,0.05,Fully Paid
LN100969,CUST200969,34,41810.89,580,22516.23,60,23.4,Home Improvement,Employed,Mortgage,0.25,Fully Paid
